Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-16.05967140197754,-115.11246490478516
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-13.196266174316406,-92.09271240234375
52.3,104.2833333,427.25,2011.0,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-12.474654197692871,-86.31758117675781
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-22.587671279907227,-161.13377380371094
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-22.171911239624023,-158.2988739013672
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-16.33713150024414,-114.5693130493164
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-14.20319652557373,-100.64823150634766
52.3,104.2833333,427.25,2012.0,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-19.870756149291992,-139.8032684326172
52.3,104.2833333,427.25,2012.0,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-25.35576820373535,-179.64390563964844
52.3,104.2833333,427.25,2012.0,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-11.849711418151855,-82.31168365478516
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-17.035228729248047,-123.79907989501953
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-11.954748153686523,-82.78398895263672
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-20.07843780517578,-143.96299743652344
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-24.197242736816406,-175.1735382080078
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-12.48836898803711,-87.0028076171875
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-12.826221466064453,-90.13462829589844
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-10.730438232421875,-73.96321868896484
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-15.609742164611816,-109.57012176513672
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,0.4,0.69,-12.6,-86.7,-23.52288246154785,-166.50975036621094
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,1.3,0.57,-12.8,-103.1,-26.34122657775879,-187.41099548339844
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,2.0,0.52,-12.7,-99.7,-20.955305099487305,-147.6800994873047
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,0.0,1.3,0.67,-12.2,-103.6,-23.22172737121582,-165.12498474121094
52.3,104.2833333,427.25,2013.0,-0.680773409477016,0.0,0.3,0.97,-10.9,-86.0,-14.594557762145996,-101.9811782836914
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,0.0,0.5,0.24,-15.7,-117.2,-19.770864486694336,-140.6743621826172
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,0.0,-0.1,-1.28,-16.3,-120.7,-22.034862518310547,-158.80587768554688
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-26.963584899902344,-192.56497192382812
52.3,104.2833333,427.25,2015.0,0.2386727660059501,0.0,-1.4,1.79,-27.6,-215.2,-19.171327590942383,-135.9618377685547
52.3,104.2833333,427.25,2015.0,0.6994583270516471,0.0,0.4,1.32,-25.9,-211.2,-20.913637161254883,-148.14830017089844
52.3,104.2833333,427.25,2015.0,0.9510565162951535,0.0,-1.2,1.45,-21.7,-175.3,-20.7900333404541,-147.5482635498047
52.3,104.2833333,427.25,2015.0,0.9760105506323683,0.0,-0.1,0.73,-15.3,-112.3,-22.036787033081055,-155.8259735107422
52.3,104.2833333,427.25,2015.0,0.741222010848596,0.0,-1.2,0.15,-10.7,-84.6,-12.711286544799805,-90.04911041259766
52.3,104.2833333,427.25,2015.0,0.29671281927349075,0.0,-0.9,-0.07,-14.3,-107.2,-12.323612213134766,-86.94188690185547
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,0.00010476876,-1.9,-3.18,-9.4,-61.8,-12.128167152404785,-86.79248809814453
52.3,104.2833333,427.25,2015.0,-0.680773409477016,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-12.581830978393555,-87.46192169189453
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,0.0,-2.7,-0.65,-16.3,-127.3,-17.936330795288086,-128.03807067871094
