Lat,Lon,Alt,Year,JulianDay_Sin,Temp,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,-14.0,-111.2,-12.677071,-95.409775
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,-9.7,-74.1,-11.484093,-85.28697
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,-14.2,-101.4,-12.061089,-90.18297
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,-13.1,-108.0,-15.499672,-119.36046
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,-17.3,-127.0,-18.712135,-146.61925
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,-30.1,-224.1,-22.064949,-175.06895
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,-27.3,-208.7,-26.493782,-212.64903
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,-29.0,-218.7,-24.419716,-195.04991
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,-26.4,-207.4,-24.341743,-194.38829
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-10.0,-91.8,-12.48214,-93.75572
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-13.0,-100.8,-12.528923,-94.152695
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-11.0,-87.1,-11.546471,-85.81627
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,-15.0,-107.9,-16.006493,-123.660995
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,-29.9,-225.5,-18.634163,-145.95763
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,-22.3,-165.9,-22.501595,-178.77403
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-29.2,-226.2,-25.19944,-201.66612
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-30.7,-251.3,-23.07859,-183.67003
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,-21.8,-169.2,-17.745277,-138.41515
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,-12.6,-86.7,-16.801811,-130.40953
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,-12.8,-103.1,-11.187798,-82.77281
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,-12.7,-99.7,-11.663429,-86.8087
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,-12.2,-103.6,-12.513329,-94.02037
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,-10.9,-86.0,-11.80378,-87.99962
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,-15.7,-117.2,-16.029884,-123.85948
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,-16.3,-120.7,-18.883675,-148.07481
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,-29.6,-230.5,-24.248177,-193.59435
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,-27.6,-215.2,-25.215034,-201.79845
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,-25.9,-211.2,-23.577614,-187.9044
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,-21.7,-175.3,-19.60102,-154.16173
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,-15.3,-112.3,-16.178032,-125.11656
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,-10.7,-84.6,-11.850563,-88.39659
52.3,104.2833333,427.25,2015,0.29671281927349075,289.6717,-14.3,-107.2,-11.390526,-84.49303
52.3,104.2833333,427.25,2015,-0.2135209154397959,292.13568,-9.4,-61.8,-11.8973465,-88.793564
52.3,104.2833333,427.25,2015,-0.680773409477016,286.79733,-12.1,-85.6,-12.505531,-93.95421
52.3,104.2833333,427.25,2015,-0.9587178169872964,279.96805,-16.3,-127.3,-16.77842,-130.21104
52.3,104.2833333,427.25,2015,-0.9741004551724206,278.67822,-20.7,-158.7,-17.183876,-133.65147
52.3,104.2833333,427.25,2015,-0.7236440382959123,271.8202,-21.3,-169.8,-21.394386,-169.37901
52.3,104.2833333,427.25,2015,-0.2884824328806098,261.45505,-25.5,-201.8,-24.653633,-197.03477
52.3,104.2833333,427.25,2016,0.2386727660059501,237.81444,-33.8,-269.6,-25.05909,-200.4752
52.3,104.2833333,427.25,2016,0.6994583270516471,256.34158,-26.1,-209.1,-23.39048,-186.31651
52.3,104.2833333,427.25,2016,0.9562348265919056,273.4593,-26.0,-202.9,-16.879784,-131.07115
52.3,104.2833333,427.25,2016,0.9721181966290613,276.23322,-12.5,-102.1,-15.499672,-119.36046
52.3,104.2833333,427.25,2016,0.7295575540864875,285.2303,-16.4,-124.2,-11.624443,-86.47789
52.3,104.2833333,427.25,2016,0.2802306751992159,295.30023,-12.4,-103.6,-10.708267,-78.70384
52.3,104.2833333,427.25,2016,-0.23030567023061196,295.5241,-10.9,-82.7,-11.359337,-84.22838
52.3,104.2833333,427.25,2016,-0.6932812268869771,291.53262,-12.1,-89.8,-11.655632,-86.74254
52.3,104.2833333,427.25,2016,-0.9634705485641486,281.7547,-14.6,-109.1,-16.248207,-125.71202
52.3,104.2833333,427.25,2016,-0.970063921851507,278.09888,-27.5,-202.8,-17.558144,-136.82726
52.3,104.2833333,427.25,2016,-0.7116566222817751,266.15433,-27.8,-210.5,-21.940193,-174.01036
52.3,104.2833333,427.25,2016,-0.27195815753410524,254.54556,-26.4,-201.1,-25.464546,-203.91563
52.3,104.2833333,427.25,2012,-0.27195815753410524,256.0939,-35.1,-262.7,-25.745247,-206.29747
52.3,104.2833333,427.25,2017,0.9510565162951535,260.47137,-17.6,-126.8,-20.489906,-161.70421
52.3,104.2833333,427.25,2017,0.9760105506323683,270.12485,-20.9,-152.0,-18.298882,-143.11266
52.3,104.2833333,427.25,2017,0.2386727660059501,256.59677,-30.3,-230.6,-24.560066,-196.24083
52.3,104.2833333,427.25,2017,0.6994583270516471,260.36813,-25.9,-194.9,-23.10978,-183.93468
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,274.69434,-11.9,-88.50962751,-11.094231,-81.97887
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,276.20032,-9.88,-66.74413536,-10.630295,-78.04222
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,279.2048,-9.69,-71.5587575,-8.879814,-63.188828
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,284.02167,-6.1,-40.66799847,-8.408081,-59.18602
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,288.99155,-7.01,-50.25006643,-7.1371307,-48.401596
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,283.889,-7.21,-53.83051048,-7.2540894,-49.394028
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,294.9553,-5.49,-34.72560691,-5.9227104,-38.096848
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,292.1178,-4.8,-31.50057387,-6.1800194,-40.280197
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,289.50723,-4.92,-31.38678091,-7.495804,-51.445053
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,282.97815,-10.75,-76.42100974,-8.263832,-57.96202
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,282.98523,-10.49,-75.39648751,-9.819382,-71.16136
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,279.3189,-13.22,-98.71358212,-10.396378,-76.05736
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,279.46838,-6.66,-42.77138547,-10.142967,-73.90709
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,280.56467,-15.78,-115.1328526,-8.996773,-64.18126
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,280.88824,-8.02,-59.70485452,-8.887611,-63.25499
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,288.3,-8.51,-58.19910378,-8.2287445,-57.66429
47.54260867,7.58371693,304.73438,2005,0.741222010848596,293.8865,-6.95,-48.05079866,-7.3359604,-50.08873
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,293.25107,-5.24,-32.64544918,-6.2365494,-40.759872
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,290.88892,-5.67,-37.45673818,-5.963646,-38.4442
