Lat,Lon,Alt,Year,JulianDay_Sin,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,0.4,-1.28,-14.0,-111.2,-11.16898,-81.89356
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,1.6,-1.51,-9.7,-74.1,-10.038924,-73.318695
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,0.7,-1.35,-14.2,-101.4,-9.955195,-72.15066
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,1.7,0.54,-13.1,-108.0,-14.227598,-105.05815
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,1.2,0.39,-17.3,-127.0,-18.16718,-135.47829
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,1.8,1.36,-30.1,-224.1,-23.693535,-183.71358
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,4.1,2.52,-27.3,-208.7,-24.44687,-191.90851
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,1.8,1.17,-29.0,-218.7,-23.901905,-184.92462
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,0.8,0.42,-26.4,-207.4,-23.749294,-183.59761
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-0.7,-2.53,-10.0,-91.8,-11.205714,-82.27526
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-0.1,-1.32,-13.0,-100.8,-10.321702,-75.13611
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-0.3,-0.98,-11.0,-87.1,-10.800431,-78.677055
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,0.4,-0.59,-15.0,-107.9,-13.853715,-102.02419
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,0.5,-2.06,-29.9,-225.5,-14.768176,-108.7681
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,0.4,-0.58,-22.3,-165.9,-25.911396,-199.12038
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-0.1,0.35,-29.2,-226.2,-25.35653,-196.87877
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-0.4,-0.45,-30.7,-251.3,-24.595318,-189.59366
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,2.5,-1.61,-21.8,-169.2,-19.735573,-147.90973
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,0.4,0.69,-12.6,-86.7,-16.409973,-123.88918
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,1.3,0.57,-12.8,-103.1,-11.891873,-87.51766
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,2.0,0.52,-12.7,-99.7,-11.547653,-84.80921
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,1.3,0.67,-12.2,-103.6,-10.555713,-76.8122
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,0.3,0.97,-10.9,-86.0,-10.294831,-74.41401
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,0.5,0.24,-15.7,-117.2,-14.982789,-110.87436
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,-0.1,-1.28,-16.3,-120.7,-18.030083,-134.80196
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,-0.9,1.86,-29.6,-230.5,-23.499256,-183.32954
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,-1.4,1.79,-27.6,-215.2,-24.393673,-190.67592
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,0.4,1.32,-25.9,-211.2,-22.804739,-177.12225
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,-1.2,1.45,-21.7,-175.3,-21.751652,-167.84648
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,-0.1,0.73,-15.3,-112.3,-15.6874895,-118.195076
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,-1.2,0.15,-10.7,-84.6,-11.866992,-87.16807
52.3,104.2833333,427.25,2015,0.29671281927349075,289.6717,-0.9,-0.07,-14.3,-107.2,-11.803871,-86.65445
52.3,104.2833333,427.25,2015,-0.2135209154397959,292.13568,-1.9,-3.18,-9.4,-61.8,-10.13379,-74.10421
52.3,104.2833333,427.25,2015,-0.680773409477016,286.79733,-2.4,-0.76,-12.1,-85.6,-11.688256,-85.65188
52.3,104.2833333,427.25,2015,-0.9587178169872964,279.96805,-2.7,-0.65,-16.3,-127.3,-15.324809,-112.33918
52.3,104.2833333,427.25,2015,-0.9741004551724206,278.67822,-2.8,0.44,-20.7,-158.7,-16.78341,-124.161064
52.3,104.2833333,427.25,2015,-0.7236440382959123,271.8202,-0.8,1.74,-21.3,-169.8,-22.81873,-177.22127
52.3,104.2833333,427.25,2015,-0.2884824328806098,261.45505,-0.9,2.24,-25.5,-201.8,-22.911375,-178.25775
52.3,104.2833333,427.25,2016,0.2386727660059501,237.81444,-3.6,0.12,-33.8,-269.6,-25.543571,-195.67874
52.3,104.2833333,427.25,2016,0.6994583270516471,256.34158,-3.2,1.58,-26.1,-209.1,-24.305702,-186.85823
52.3,104.2833333,427.25,2016,0.9562348265919056,273.4593,-0.1,0.73,-26.0,-202.9,-15.848554,-119.40614
52.3,104.2833333,427.25,2016,0.9721181966290613,276.23322,-2.0,0.38,-12.5,-102.1,-15.297399,-113.94334
