Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.0,-14.0,-111.2,-10.775167,-81.401855
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,2.2211607e-05,-9.7,-74.1,-9.494261,-70.144646
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,4.754567e-05,-14.2,-101.4,-10.007441,-74.49762
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,0.0,-13.1,-108.0,-10.747307,-80.987686
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,0.0,-17.3,-127.0,-19.188406,-154.21577
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,0.0,-30.1,-224.1,-21.408903,-173.44029
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,0.0,-27.3,-208.7,-25.358854,-207.5808
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,5.3495005e-06,-29.0,-218.7,-22.439558,-182.38945
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,1.175598e-05,-26.4,-207.4,-25.473507,-208.08476
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,2.3862134e-05,-10.0,-91.8,-10.79203,-81.546875
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,0.0,-13.0,-100.8,-10.317904,-77.357925
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,2.9586212e-05,-11.0,-87.1,-9.1581,-67.394806
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,1.6699816e-05,-15.0,-107.9,-11.864868,-90.671844
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.0,-29.9,-225.5,-18.616596,-149.26897
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.0,-22.3,-165.9,-23.901936,-195.10545
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,0.0,-29.2,-226.2,-24.335512,-198.70354
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,0.0,-30.7,-251.3,-23.907497,-194.59917
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,0.0,-21.8,-169.2,-19.04821,-153.08669
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.0,-12.6,-86.7,-18.060722,-144.55156
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,0.0,-12.8,-103.1,-10.998013,-83.16176
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,0.0,-12.7,-99.7,-10.829876,-81.83067
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,0.0,-12.2,-103.6,-10.296621,-77.18503
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.0,-10.9,-86.0,-9.199854,-67.69943
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.0,-15.7,-117.2,-12.698708,-97.909256
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,0.0,-16.3,-120.7,-19.653145,-158.2553
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,1.1362139e-05,-29.6,-230.5,-21.092875,-170.73824
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,0.0,-27.6,-215.2,-25.378172,-207.62529
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,0.0,-25.9,-211.2,-25.163698,-205.26726
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,0.0,-21.7,-175.3,-22.756731,-184.90538
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,0.0,-15.3,-112.3,-17.198587,-137.10347
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,0.0,-10.7,-84.6,-12.009049,-92.0323
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,289.6717,0.0,-14.3,-107.2,-11.210355,-85.11966
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,292.13568,0.00010476876,-9.4,-61.8,-10.008997,-74.64278
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,286.79733,5.4737215e-05,-12.1,-85.6,-9.894987,-73.60037
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,279.96805,0.0,-16.3,-127.3,-15.619615,-123.22032
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,278.67822,0.0,-20.7,-158.7,-16.48134,-130.68517
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,271.8202,0.0,-21.3,-169.8,-20.021072,-161.47801
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,261.45505,0.0,-25.5,-201.8,-22.708546,-184.74327
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,237.81444,0.0,-33.8,-269.6,-25.384449,-207.83244
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,256.34158,0.0,-26.1,-209.1,-25.051552,-204.28929
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,273.4593,0.0,-26.0,-202.9,-18.095158,-144.85896
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,276.23322,0.0,-12.5,-102.1,-16.278551,-129.14842
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,285.2303,0.0,-16.4,-124.2,-11.93393,-91.37164
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,295.30023,0.0,-12.4,-103.6,-10.739585,-80.93254
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,295.5241,0.0,-10.9,-82.7,-9.561584,-70.706085
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,291.53262,0.0,-12.1,-89.8,-9.3128605,-68.66469
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,281.7547,6.515779e-05,-14.6,-109.1,-12.110983,-92.81141
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,278.09888,3.4144956e-05,-27.5,-202.8,-16.760288,-133.09535
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,266.15433,0.0,-27.8,-210.5,-22.38002,-181.94951
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,254.54556,4.3128384e-06,-26.4,-201.1,-23.940954,-195.36443
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,256.0939,0.0,-35.1,-262.7,-24.139652,-197.06871
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,260.47137,0.0,-17.6,-126.8,-24.157385,-196.80675
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,270.12485,0.0,-20.9,-152.0,-20.225555,-163.27034
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,256.59677,0.0,-30.3,-230.6,-24.66409,-201.12383
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,260.36813,0.0,-25.9,-194.9,-24.3557,-198.34105
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,274.69434,0.0,-11.9,-88.50962751,-11.274917,-86.00375
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,276.20032,0.0,-9.88,-66.74413536,-10.2207985,-77.20308
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,279.2048,0.0,-9.69,-71.5587575,-8.802624,-64.765854
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,284.02167,0.0001690366,-6.1,-40.66799847,-8.520072,-61.946247
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,288.99155,3.2743297e-05,-7.01,-50.25006643,-6.7205048,-46.21105
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,283.889,0.00010311205,-7.21,-53.83051048,-8.335779,-60.13947
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,294.9553,0.00014510812,-5.49,-34.72560691,-6.09021,-41.117733
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,292.1178,0.0,-4.8,-31.50057387,-6.105438,-40.76103
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,289.50723,0.0,-4.92,-31.38678091,-7.160722,-51.06908
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,282.97815,7.0730985e-06,-10.75,-76.42100974,-8.129961,-58.721375
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,282.98523,0.0,-10.49,-75.39648751,-9.263649,-68.44682
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,279.3189,3.385527e-05,-13.22,-98.71358212,-10.7466545,-81.29292
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,279.46838,0.00014786229,-6.66,-42.77138547,-10.487297,-78.80005
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,280.56467,3.187112e-05,-15.78,-115.1328526,-9.393288,-69.79935
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,280.88824,3.2876374e-05,-8.02,-59.70485452,-8.604907,-62.951756
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,0,0,1,0,0,288.3,0.0,-8.51,-58.19910378,-8.226036,-59.434452
47.54260867,7.58371693,304.73438,2005,0.741222010848596,0,0,1,0,0,293.8865,0.0,-6.95,-48.05079866,-6.4271507,-43.729336
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0,0,1,0,0,293.25107,0.0,-5.24,-32.64544918,-6.118723,-41.226665
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0,0,1,0,0,290.88892,0.0,-5.67,-37.45673818,-6.163354,-41.348637
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,0,0,1,0,0,295.45166,0.0,-6.33,-43.03745941,-5.7610836,-38.255733
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0,0,1,0,0,284.0055,8.993772e-05,-9.610421834,-68.63931346,-7.5844355,-54.609364
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,0,0,1,0,0,294.28342,0.0,-6.38,-42.73606861,-6.5394115,-45.352505
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,0,0,1,0,0,278.78088,4.1183062e-05,-14.2,-103.3116898,-10.688644,-80.83684
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,0,0,1,0,0,278.93994,8.7477296e-05,-10.79,-78.0619552,-10.827885,-81.88901
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,0,0,1,0,0,278.52188,7.0151014e-05,-10.39,-75.03694923,-10.853125,-82.13197
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0,0,1,0,0,275.58633,3.0768017e-05,-11.52,-90.29273588,-10.687391,-81.07384
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,0,0,1,0,0,285.73444,4.9994796e-05,-11.23849183,-82.68571664,-8.385975,-60.84595
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,0,0,1,0,0,281.24936,0.0,-10.61,-76.08191291,-8.56874,-62.668873
47.54260867,7.58371693,304.73438,2006,0.741222010848596,0,0,1,0,0,288.51483,0.00013877166,-8.47,-60.27743553,-6.786866,-46.951817
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,0,0,1,0,0,291.37796,7.102581e-05,-4.08,-26.00399436,-6.1124325,-41.11288
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,0,0,1,0,0,285.97202,5.6691508e-05,-3.64,-26.43863597,-7.3538847,-51.607395
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,0,0,1,0,0,292.36548,3.7045822e-05,-8.43,-60.3623681,-6.0827374,-40.72742
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,0,0,1,0,0,292.78403,7.760747e-05,-7.78,-53.80678357,-6.61176,-45.8249
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,0,0,1,0,0,285.12756,0.00011052796,-6.51,-49.6066388,-7.447363,-53.54713
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,0,0,1,0,0,278.76965,0.0,-9.18,-67.40884533,-10.596282,-80.20921
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,0,0,1,0,0,273.5797,0.0,-11.11,-83.72738599,-11.534054,-88.250336
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,0,0,1,0,0,273.4394,0.0,-12.87,-93.4449454,-11.505813,-88.01422
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,0,0,1,0,0,278.91876,1.2150103e-05,-9.46,-71.36453487,-10.16175,-76.53421
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,0,0,1,0,0,281.7634,2.0590902e-05,-12.11,-89.32212676,-8.557975,-62.552647
47.54260867,7.58371693,304.73438,2007,0.741222010848596,0,0,1,0,0,284.9263,3.0439389e-05,-7.87,-56.86635214,-7.435746,-52.607037
