Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.0,-14.0,-111.2,-11.248524,-86.0188
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,2.2211607e-05,-9.7,-74.1,-9.951664,-75.74561
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,4.754567e-05,-14.2,-101.4,-11.343048,-87.16528
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,0.0,-13.1,-108.0,-12.201353,-94.08792
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,0.0,-17.3,-127.0,-16.53641,-131.44644
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,0.0,-30.1,-224.1,-20.139828,-162.7753
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,0.0,-27.3,-208.7,-24.886497,-203.84421
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,5.3495005e-06,-29.0,-218.7,-22.074299,-179.44516
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,1.175598e-05,-26.4,-207.4,-22.547192,-183.68863
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,2.3862134e-05,-10.0,-91.8,-11.174076,-85.34235
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,0.0,-13.0,-100.8,-11.392073,-87.422455
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,2.9586212e-05,-11.0,-87.1,-10.707373,-81.71106
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,1.6699816e-05,-15.0,-107.9,-12.563423,-97.13318
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.0,-29.9,-225.5,-15.741995,-124.55728
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.0,-22.3,-165.9,-22.595173,-183.97635
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,0.0,-29.2,-226.2,-23.177326,-189.04062
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,0.0,-30.7,-251.3,-20.601639,-166.8143
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,0.0,-21.8,-169.2,-16.446836,-130.7897
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.0,-12.6,-86.7,-15.583515,-123.326324
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,0.0,-12.8,-103.1,-10.865528,-82.68704
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,0.0,-12.7,-99.7,-11.163254,-85.34186
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,0.0,-12.2,-103.6,-11.381121,-87.31998
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.0,-10.9,-86.0,-11.138479,-85.432526
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.0,-15.7,-117.2,-12.55032,-97.0408
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,0.0,-16.3,-120.7,-16.678656,-132.67667
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,1.1362139e-05,-29.6,-230.5,-21.163845,-171.51053
