Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-16.60634994506836,-128.97091674804688
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-16.49985122680664,-128.06784057617188
52.3,104.2833333,427.25,2011.0,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-15.55319595336914,-120.04049682617188
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-14.411293029785156,-110.35751342773438
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-14.33437728881836,-109.70529174804688
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-15.210033416748047,-117.13058471679688
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-17.103343963623047,-133.18527221679688
52.3,104.2833333,427.25,2012.0,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-16.59451675415039,-128.87057495117188
52.3,104.2833333,427.25,2012.0,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-16.13302230834961,-124.95724487304688
52.3,104.2833333,427.25,2012.0,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-15.671527862548828,-121.04391479492188
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-16.97317886352539,-132.08151245117188
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-15.65969467163086,-120.94357299804688
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-14.405376434326172,-110.30734252929688
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-15.257366180419922,-117.53195190429688
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-15.825359344482422,-122.34835815429688
