Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,-14.0,-111.2,-11.964922,-92.93824
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,-9.7,-74.1,-11.578151,-88.968544
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,-14.2,-101.4,-11.71019,-90.60658
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,-13.1,-108.0,-12.63192,-98.286285
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,-17.3,-127.0,-18.22397,-145.48369
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,-30.1,-224.1,-20.1242,-162.01213
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,-27.3,-208.7,-24.880678,-203.38457
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,-29.0,-218.7,-20.631716,-166.42656
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,-26.4,-207.4,-21.04481,-170.0197
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,-10.0,-91.8,-11.96101,-92.776505
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,-13.0,-100.8,-11.623339,-90.00527
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,-11.0,-87.1,-11.787715,-90.73264
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,-15.0,-107.9,-13.359907,-104.37327
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,-29.9,-225.5,-17.33877,-137.7841
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,-22.3,-165.9,-22.68538,-184.2896
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,-29.2,-226.2,-21.693956,-175.66606
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,-30.7,-251.3,-19.321619,-155.03117
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,-21.8,-169.2,-16.241121,-128.23662
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,-12.6,-86.7,-15.61558,-122.79557
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,-12.8,-103.1,-12.169127,-93.08377
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,-12.7,-99.7,-12.064931,-92.94866
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,-12.2,-103.6,-11.60486,-89.87684
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,-10.9,-86.0,-11.736225,-90.64221
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,-15.7,-117.2,-13.457573,-105.28883
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,-16.3,-120.7,-18.53084,-148.15288
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,-29.6,-230.5,-20.619913,-166.3239
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,-27.6,-215.2,-21.859194,-177.10332
