Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.4,-1.28,-14.0,-111.2,-12.89003,-99.3285
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,1.6,-1.51,-9.7,-74.1,-13.593544,-105.83431
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,0.7,-1.35,-14.2,-101.4,-10.141278,-76.17378
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,1.7,0.54,-13.1,-108.0,-10.679395,-79.13052
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,1.2,0.39,-17.3,-127.0,-10.693647,-79.11086
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,1.8,1.36,-30.1,-224.1,-14.580034,-113.05766
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,4.1,2.52,-27.3,-208.7,-11.777952,-91.841675
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,1.8,1.17,-29.0,-218.7,-13.0526285,-101.80545
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,0.8,0.42,-26.4,-207.4,-20.95361,-166.92097
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,-0.7,-2.53,-10.0,-91.8,-7.947955,-58.010494
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,-0.1,-1.32,-13.0,-100.8,-12.500302,-95.84324
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,-0.3,-0.98,-11.0,-87.1,-12.002863,-90.68248
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,0.4,-0.59,-15.0,-107.9,-10.691029,-78.876366
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.5,-2.06,-29.9,-225.5,-9.777493,-72.42975
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.4,-0.58,-22.3,-165.9,-12.782329,-97.29349
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,-0.1,0.35,-29.2,-226.2,-13.564593,-104.72404
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,-0.4,-0.45,-30.7,-251.3,-17.679209,-139.94992
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,2.5,-1.61,-21.8,-169.2,-17.266724,-136.85301
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.4,0.69,-12.6,-86.7,-17.142756,-135.54713
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,1.3,0.57,-12.8,-103.1,-21.470053,-170.87982
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,2.0,0.52,-12.7,-99.7,-15.487217,-121.25575
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,1.3,0.67,-12.2,-103.6,-13.882744,-108.10568
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.3,0.97,-10.9,-86.0,-13.365968,-103.09517
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.5,0.24,-15.7,-117.2,-10.742529,-79.20726
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,-0.1,-1.28,-16.3,-120.7,-10.369001,-76.322716
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,-0.9,1.86,-29.6,-230.5,-12.658204,-97.58836
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,-1.4,1.79,-27.6,-215.2,-10.672016,-82.22526
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.4,1.32,-25.9,-211.2,-18.033134,-142.71097
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,-1.2,1.45,-21.7,-175.3,-15.327973,-119.83708
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,-0.1,0.73,-15.3,-112.3,-16.364458,-128.91357
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,-1.2,0.15,-10.7,-84.6,-17.527613,-138.29752
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,-0.9,-0.07,-14.3,-107.2,-12.686551,-97.287674
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,-1.9,-3.18,-9.4,-61.8,-10.567838,-78.89223
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,-2.4,-0.76,-12.1,-85.6,-17.930622,-138.24355
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,-2.7,-0.65,-16.3,-127.3,-14.046647,-106.57494
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,-2.8,0.44,-20.7,-158.7,-14.65656,-111.622696
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,-0.8,1.74,-21.3,-169.8,-12.4411125,-95.70499
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,-0.9,2.24,-25.5,-201.8,-12.216078,-94.052895
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,-3.6,0.12,-33.8,-269.6,-15.322361,-119.19136
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,-3.2,1.58,-26.1,-209.1,-18.206217,-143.4507
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,-0.1,0.73,-26.0,-202.9,-16.421343,-129.39862
