Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.0,-14.0,-111.2,-12.980628,-88.448975
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,2.2211607e-05,-9.7,-74.1,-12.493974,-84.75914
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,4.754567e-05,-14.2,-101.4,-10.681442,-70.93105
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,0.0,-13.1,-108.0,-12.108489,-81.81622
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,0.0,-17.3,-127.0,-16.333036,-113.99013
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,0.0,-30.1,-224.1,-19.36615,-137.09235
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,0.0,-27.3,-208.7,-25.27255,-182.00966
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,5.3495005e-06,-29.0,-218.7,-23.365038,-167.61046
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,1.175598e-05,-26.4,-207.4,-24.384985,-175.31404
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,2.3862134e-05,-10.0,-91.8,-12.669047,-86.04147
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,0.0,-13.0,-100.8,-13.973489,-96.00871
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,2.9586212e-05,-11.0,-87.1,-10.07012,-66.26469
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,1.6699816e-05,-15.0,-107.9,-12.610749,-85.63658
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.0,-29.9,-225.5,-16.021635,-111.65028
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.0,-22.3,-165.9,-22.243563,-159.02464
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,0.0,-29.2,-226.2,-24.229284,-174.14412
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,0.0,-30.7,-251.3,-23.115702,-165.6574
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,0.0,-21.8,-169.2,-18.233015,-128.42555
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.0,-12.6,-86.7,-17.469938,-122.63881
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,0.0,-12.8,-103.1,-12.7937155,-87.018005
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,0.0,-12.7,-99.7,-12.143468,-82.05916
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,0.0,-12.2,-103.6,-13.961829,-95.927734
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.0,-10.9,-86.0,-10.212277,-67.362686
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.0,-15.7,-117.2,-12.723578,-86.46448
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,0.0,-16.3,-120.7,-16.368015,-114.23306
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,1.1362139e-05,-29.6,-230.5,-20.908089,-148.86401
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,0.0,-27.6,-215.2,-24.205965,-173.98216
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,0.0,-25.9,-211.2,-24.042372,-172.71315
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,0.0,-21.7,-175.3,-22.399263,-160.19456
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,0.0,-15.3,-112.3,-16.917093,-118.44499
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,0.0,-10.7,-84.6,-13.732045,-94.15474
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,289.6717,0.0,-14.3,-107.2,-12.114319,-81.85671
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,292.13568,0.00010476876,-9.4,-61.8,-13.113009,-89.45694
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,286.79733,5.4737215e-05,-12.1,-85.6,-10.891674,-72.52398
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,279.96805,0.0,-16.3,-127.3,-13.467282,-92.13881
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,278.67822,0.0,-20.7,-158.7,-14.082551,-96.85472
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,271.8202,0.0,-21.3,-169.8,-18.42782,-129.95561
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,261.45505,0.0,-25.5,-201.8,-22.375944,-160.03261
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,237.81444,0.0,-33.8,-269.6,-26.363173,-190.46974
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,256.34158,0.0,-26.1,-209.1,-23.941202,-171.96623
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,273.4593,0.0,-26.0,-202.9,-17.469938,-122.63881
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,276.23322,0.0,-12.5,-102.1,-16.258953,-113.387054
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,285.2303,0.0,-16.4,-124.2,-13.478942,-92.21979
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,295.30023,0.0,-12.4,-103.6,-11.9663315,-80.71822
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,295.5241,0.0,-10.9,-82.7,-12.739184,-86.595
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,291.53262,0.0,-12.1,-89.8,-10.046801,-66.10273
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,281.7547,6.515779e-05,-14.6,-109.1,-12.782056,-86.93703
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,278.09888,3.4144956e-05,-27.5,-202.8,-14.257804,-98.20471
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,266.15433,0.0,-27.8,-210.5,-20.390223,-144.91313
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,254.54556,4.3128384e-06,-26.4,-201.1,-23.621908,-169.5273
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,256.0939,0.0,-35.1,-262.7,-23.4741,-168.45647
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,260.47137,0.0,-17.6,-126.8,-23.092382,-165.49544
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,270.12485,0.0,-20.9,-152.0,-19.553062,-138.52332
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,256.59677,0.0,-30.3,-230.6,-23.715544,-170.31044
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,260.36813,0.0,-25.9,-194.9,-23.380465,-167.67332
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,274.69434,0.0,-11.9,-88.50962751,-13.1792,-89.96092
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,276.20032,0.0,-9.88,-66.74413536,-12.805375,-87.09898
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,279.2048,0.0,-9.69,-71.5587575,-10.8196535,-71.97951
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,284.02167,0.0001690366,-6.1,-40.66799847,-9.805357,-64.24876
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,288.99155,3.2743297e-05,-7.01,-50.25006643,-6.7284307,-40.80904
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,283.889,0.00010311205,-7.21,-53.83051048,-7.963677,-50.218224
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,294.9553,0.00014510812,-5.49,-34.72560691,-6.6242566,-40.00805
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,292.1178,0.0,-4.8,-31.50057387,-6.7527814,-41.000298
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,289.50723,0.0,-4.92,-31.38678091,-8.37831,-53.363586
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,282.97815,7.0730985e-06,-10.75,-76.42100974,-9.431532,-61.386818
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,282.98523,0.0,-10.49,-75.39648751,-11.028002,-73.58149
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,279.3189,3.385527e-05,-13.22,-98.71358212,-11.680133,-78.53128
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,279.46838,0.00014786229,-6.66,-42.77138547,-11.201192,-74.87288
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,280.56467,3.187112e-05,-15.78,-115.1328526,-10.675612,-70.890564
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,280.88824,3.2876374e-05,-8.02,-59.70485452,-10.412733,-68.86558
