Lat,Lon,Alt,Year,JulianDay_Sin,Temp,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,-14.0,-111.2,-11.172893,-83.633575
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,-9.7,-74.1,-11.095805,-82.97244
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,-14.2,-101.4,-12.088305,-91.48453
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,-13.1,-108.0,-14.829726,-114.99606
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,-17.3,-127.0,-19.8115,-157.72177
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,-30.1,-224.1,-21.690506,-173.83688
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,-27.3,-208.7,-26.990265,-219.28976
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,-29.0,-218.7,-23.328613,-187.88596
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,-26.4,-207.4,-24.484924,-197.80295
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-10.0,-91.8,-11.2018,-83.8815
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-13.0,-100.8,-11.741412,-88.50943
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-11.0,-87.1,-11.837771,-89.335846
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,-15.0,-107.9,-15.504241,-120.780975
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,-29.9,-225.5,-18.732277,-148.46591
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,-22.3,-165.9,-25.313614,-204.91013
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-29.2,-226.2,-24.735458,-199.95163
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-30.7,-251.3,-22.577011,-181.43991
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,-21.8,-169.2,-16.631645,-130.45004
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,-12.6,-86.7,-15.716231,-122.59909
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,-12.8,-103.1,-10.170756,-75.03885
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,-12.7,-99.7,-10.883815,-81.15433
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,-12.2,-103.6,-11.726958,-88.38547
