Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.0,-14.0,-111.2,-13.378674,-98.546745
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,2.2211607e-05,-9.7,-74.1,-11.772228,-85.603386
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,4.754567e-05,-14.2,-101.4,-13.404308,-98.75329
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,0.0,-13.1,-108.0,-14.224621,-105.36266
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,0.0,-17.3,-127.0,-16.899181,-126.91198
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,0.0,-30.1,-224.1,-19.25758,-145.91393
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,0.0,-27.3,-208.7,-26.512218,-204.36559
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,5.3495005e-06,-29.0,-218.7,-21.351086,-162.7816
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,1.175598e-05,-26.4,-207.4,-22.325207,-170.63023
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,2.3862134e-05,-10.0,-91.8,-13.26759,-97.651726
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,0.0,-13.0,-100.8,-13.21632,-97.23864
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,2.9586212e-05,-11.0,-87.1,-12.549816,-91.86852
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,1.6699816e-05,-15.0,-107.9,-14.429699,-107.01501
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.0,-29.9,-225.5,-16.019054,-119.82067
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.0,-22.3,-165.9,-23.282238,-178.34117
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,0.0,-29.2,-226.2,-23.11134,-176.96422
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,0.0,-30.7,-251.3,-19.79591,-150.25133
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,0.0,-21.8,-169.2,-14.703136,-109.21813
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.0,-12.6,-86.7,-14.198986,-105.15612
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,0.0,-12.8,-103.1,-11.943127,-86.98034
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,0.0,-12.7,-99.7,-12.6609,-92.76354
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,0.0,-12.2,-103.6,-13.173595,-96.8944
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.0,-10.9,-86.0,-13.002697,-95.51745
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.0,-15.7,-117.2,-14.480968,-107.42809
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,0.0,-16.3,-120.7,-17.164074,-129.04625
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,1.1362139e-05,-29.6,-230.5,-20.87257,-158.92613
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,0.0,-27.6,-215.2,-23.316418,-178.61656
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,0.0,-25.9,-211.2,-21.94923,-167.60094
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,0.0,-21.7,-175.3,-18.206554,-137.44566
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,0.0,-15.3,-112.3,-13.899914,-102.74645
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,0.0,-10.7,-84.6,-12.883068,-94.55358
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,289.6717,0.0,-14.3,-107.2,-12.558361,-91.93737
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,292.13568,0.00010476876,-9.4,-61.8,-12.353283,-90.28503
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,286.79733,5.4737215e-05,-12.1,-85.6,-13.8230095,-102.12682
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,279.96805,0.0,-16.3,-127.3,-14.677502,-109.01159
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,278.67822,0.0,-20.7,-158.7,-14.822765,-110.182
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,271.8202,0.0,-21.3,-169.8,-16.856457,-126.56774
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,261.45505,0.0,-25.5,-201.8,-23.350597,-178.89195
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,237.81444,0.0,-33.8,-269.6,-26.050793,-200.64781
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,256.34158,0.0,-26.1,-209.1,-21.863781,-166.91246
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,273.4593,0.0,-26.0,-202.9,-14.241711,-105.50036
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,276.23322,0.0,-12.5,-102.1,-13.677746,-100.95641
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,285.2303,0.0,-16.4,-124.2,-12.857433,-94.34704
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,295.30023,0.0,-12.4,-103.6,-11.515881,-83.53796
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,295.5241,0.0,-10.9,-82.7,-11.891857,-86.56725
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,291.53262,0.0,-12.1,-89.8,-12.908703,-94.760124
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,281.7547,6.515779e-05,-14.6,-109.1,-14.446789,-107.1527
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,278.09888,3.4144956e-05,-27.5,-202.8,-14.86549,-110.52624
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,266.15433,0.0,-27.8,-210.5,-20.274426,-154.1068
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,254.54556,4.3128384e-06,-26.4,-201.1,-25.076672,-192.79918
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,256.0939,0.0,-35.1,-262.7,-24.786144,-190.45836
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,260.47137,0.0,-17.6,-126.8,-20.376965,-154.93297
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,270.12485,0.0,-20.9,-152.0,-15.438,-115.13903
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,256.59677,0.0,-30.3,-230.6,-22.940441,-175.58727
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,260.36813,0.0,-25.9,-194.9,-20.684582,-157.41148
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,274.69434,0.0,-11.9,-88.50962751,-10.838765,-77.43051
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,276.20032,0.0,-9.88,-66.74413536,-10.040997,-71.61766
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,279.2048,0.0,-9.69,-71.5587575,-8.80714,-61.713245
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,284.02167,0.0001690366,-6.1,-40.66799847,-7.3416862,-49.905872
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,288.99155,3.2743297e-05,-7.01,-50.25006643,-6.8268547,-45.7578
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,283.889,0.00010311205,-7.21,-53.83051048,-8.031718,-55.402287
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,294.9553,0.00014510812,-5.49,-34.72560691,-5.45164,-34.35061
