Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.4,-1.28,-14.0,-111.2,-13.304448,-98.50449
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,1.6,-1.51,-9.7,-74.1,-12.863271,-94.85825
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,0.7,-1.35,-14.2,-101.4,-12.703534,-93.53806
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,1.7,0.54,-13.1,-108.0,-12.589437,-92.59507
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,1.2,0.39,-17.3,-127.0,-15.60922,-117.552956
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,1.8,1.36,-30.1,-224.1,-15.244107,-114.53538
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,4.1,2.52,-27.3,-208.7,-19.846045,-152.56944
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,1.8,1.17,-29.0,-218.7,-18.796347,-143.8939
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,0.8,0.42,-26.4,-207.4,-20.317648,-156.46715
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,-0.7,-2.53,-10.0,-91.8,-12.810025,-94.41819
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,-0.1,-1.32,-13.0,-100.8,-12.771993,-94.10386
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,-0.3,-0.98,-11.0,-87.1,-12.460126,-91.526344
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,0.4,-0.59,-15.0,-107.9,-13.03822,-96.30418
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.5,-2.06,-29.9,-225.5,-14.316113,-106.8657
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.4,-0.58,-22.3,-165.9,-19.511358,-149.80333
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,-0.1,0.35,-29.2,-226.2,-20.68276,-159.48473
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,-0.4,-0.45,-30.7,-251.3,-18.385595,-140.49913
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,2.5,-1.61,-21.8,-169.2,-16.925146,-128.42882
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.4,0.69,-12.6,-86.7,-15.616826,-117.61582
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,1.3,0.57,-12.8,-103.1,-12.771993,-94.10386
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,2.0,0.52,-12.7,-99.7,-13.357694,-98.94456
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,1.3,0.67,-12.2,-103.6,-12.513371,-91.96641
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.3,0.97,-10.9,-86.0,-11.904851,-86.93711
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.5,0.24,-15.7,-117.2,-13.007794,-96.05271
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,-0.1,-1.28,-16.3,-120.7,-15.578794,-117.30149
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,-0.9,1.86,-29.6,-230.5,-16.301413,-123.27378
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,-1.4,1.79,-27.6,-215.2,-19.054968,-146.03136
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,0.4,1.32,-25.9,-211.2,-18.887625,-144.6483
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,-1.2,1.45,-21.7,-175.3,-17.366323,-132.07506
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,-0.1,0.73,-15.3,-112.3,-15.183255,-114.03245
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,-1.2,0.15,-10.7,-84.6,-13.053433,-96.42991
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,289.6717,-0.9,-0.07,-14.3,-107.2,-13.015401,-96.11558
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,292.13568,-1.9,-3.18,-9.4,-61.8,-12.5742235,-92.46934
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,286.79733,-2.4,-0.76,-12.1,-85.6,-12.901303,-95.172585
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,279.96805,-2.7,-0.65,-16.3,-127.3,-13.623921,-101.144875
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,278.67822,-2.8,0.44,-20.7,-158.7,-14.042279,-104.602516
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,271.8202,-0.8,1.74,-21.3,-169.8,-14.437818,-107.87156
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,261.45505,-0.9,2.24,-25.5,-201.8,-17.008818,-129.12035
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,237.81444,-3.6,0.12,-33.8,-269.6,-24.303457,-189.40904
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,256.34158,-3.2,1.58,-26.1,-209.1,-19.07018,-146.15709
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,273.4593,-0.1,0.73,-26.0,-202.9,-15.555974,-117.11289
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,276.23322,-2.0,0.38,-12.5,-102.1,-14.612767,-109.31748
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,285.2303,0.7,-0.77,-16.4,-124.2,-12.992581,-95.92698
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,295.30023,1.1,-0.43,-12.4,-103.6,-12.787206,-94.22959
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,295.5241,0.7,-1.76,-10.9,-82.7,-12.711141,-93.60093
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,291.53262,1.2,-1.65,-12.1,-89.8,-12.741567,-93.852394
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,281.7547,2.0,0.61,-14.6,-109.1,-12.954549,-95.61265
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,278.09888,-0.4,0.41,-27.5,-202.8,-13.707593,-101.8364
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,266.15433,-0.2,-0.16,-27.8,-210.5,-17.609732,-134.08678
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,254.54556,0.5,0.48,-26.4,-201.1,-20.850103,-160.86778
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,256.0939,-1.0,0.17,-35.1,-262.7,-21.169577,-163.50816
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,260.47137,1.5,0.74,-17.6,-126.8,-19.085394,-146.28282
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,270.12485,-0.3,1.73,-20.9,-152.0,-15.852628,-119.564674
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,256.59677,0.3,0.48,-30.3,-230.6,-20.33286,-156.59288
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,260.36813,-0.1,1.0,-25.9,-194.9,-18.705069,-143.13951
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,274.69434,-2.2,-0.29,-11.9,-88.50962751,-11.060529,-79.95896
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,276.20032,2.0,-0.14,-9.88,-66.74413536,-9.930963,-70.62333
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,279.2048,0.7,1.02,-9.69,-71.5587575,-8.736741,-60.753334
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,284.02167,-1.5,1.15,-6.1,-40.66799847,-7.7516985,-52.61216
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,288.99155,1.7,0.19,-7.01,-50.25006643,-7.143178,-47.582863
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,283.889,-1.4,-0.89,-7.21,-53.83051048,-7.7402887,-52.51786
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,294.9553,-0.8,1.13,-5.49,-34.72560691,-5.8367605,-36.78559
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,292.1178,-0.5,-0.48,-4.8,-31.50057387,-6.074464,-38.75016
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,289.50723,-0.6,0.38,-4.92,-31.38678091,-7.1089487,-47.299965
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,282.97815,-0.1,-1.1,-10.75,-76.42100974,-8.413465,-58.08152
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,282.98523,-1.1,0.73,-10.49,-75.39648751,-8.409661,-58.050087
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,279.3189,-1.3,1.21,-13.22,-98.71358212,-10.23142,-73.106544
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,279.46838,0.6,1.52,-6.66,-42.77138547,-8.341203,-57.48429
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,280.56467,-5.2,-0.06,-15.78,-115.1328526,-10.345517,-74.04954
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,280.88824,0.5,-1.83,-8.02,-59.70485452,-9.044805,-63.299416
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,0,0,1,0,0,288.3,-1.0,-0.3,-8.51,-58.19910378,-7.1241617,-47.425697
47.54260867,7.58371693,304.73438,2005,0.741222010848596,0,0,1,0,0,293.8865,-1.3,-1.25,-6.95,-48.05079866,-6.8503275,-45.162514
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0,0,1,0,0,293.25107,0.7,-0.05,-5.24,-32.64544918,-6.1162996,-39.095924
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0,0,1,0,0,290.88892,0.3,-0.51,-5.67,-37.45673818,-6.2532167,-40.227516
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,0,0,1,0,0,295.45166,-0.6,0.37,-6.33,-43.03745941,-5.8177443,-36.628426
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0,0,1,0,0,284.0055,0.6,0.63,-9.610421834,-68.63931346,-7.9456644,-54.21525
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,0,0,1,0,0,294.28342,2.0,-0.98,-6.38,-42.73606861,-7.5082903,-50.60044
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,0,0,1,0,0,278.78088,-0.3,-0.31,-14.2,-103.3116898,-10.51286,-75.432594
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,0,0,1,0,0,278.93994,-0.0,-0.44,-10.79,-78.0619552,-10.353124,-74.112404
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,0,0,1,0,0,278.52188,2.7,1.27,-10.39,-75.03694923,-8.474317,-58.58445
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0,0,1,0,0,275.58633,0.2,-0.51,-11.52,-90.29273588,-10.299878,-73.67234
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,0,0,1,0,0,285.73444,2.9,-1.28,-11.23849183,-82.68571664,-8.440087,-58.30155
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,0,0,1,0,0,281.24936,1.8,1.24,-10.61,-76.08191291,-8.15104,-55.912636
