Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-14.981257,-111.94136
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-12.93511,-99.809395
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-12.115234,-91.0383
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-16.690845,-125.95601
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-16.668152,-125.76997
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-15.571292,-116.778275
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-24.1041,-186.7275
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-23.287128,-180.03023
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-21.486767,-165.27144
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-8.35881,-71.263054
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-23.904022,-181.63179
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-14.391223,-107.10445
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-16.418522,-123.72359
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-17.76501,-134.76167
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-14.308013,-106.42232
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-16.410957,-123.661575
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-13.460784,-99.477005
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-17.04638,-128.87056
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,0.4,0.69,-12.6,-86.7,-17.04638,-128.87056
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,1.3,0.57,-12.8,-103.1,-23.317387,-180.27827
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,2.0,0.52,-12.7,-99.7,-22.25835,-171.59663
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,1.3,0.67,-12.2,-103.6,-12.628684,-92.655716
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,0.3,0.97,-10.9,-86.0,-15.783099,-118.5146
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,0.5,0.24,-15.7,-117.2,-16.660587,-125.70796
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-0.1,-1.28,-16.3,-120.7,-16.895088,-127.630325
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-17.318703,-131.10298
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-1.4,1.79,-27.6,-215.2,-21.668316,-166.75972
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,0.4,1.32,-25.9,-211.2,-22.25835,-171.59663
52.3,104.2833333,427.25,2015,0.9510565162951535,0.0,-1.2,1.45,-21.7,-175.3,-17.522945,-132.7773
52.3,104.2833333,427.25,2015,0.9760105506323683,0.0,-0.1,0.73,-15.3,-112.3,-16.11594,-121.24312
52.3,104.2833333,427.25,2015,0.741222010848596,0.0,-1.2,0.15,-10.7,-84.6,-19.479662,-148.59154
52.3,104.2833333,427.25,2015,0.29671281927349075,0.0,-0.9,-0.07,-14.3,-107.2,-14.504691,-108.03462
52.3,104.2833333,427.25,2015,-0.2135209154397959,0.00010476876,-1.9,-3.18,-9.4,-61.8,3.1872818,-72.69386
52.3,104.2833333,427.25,2015,-0.680773409477016,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-19.686405,-150.51265
52.3,104.2833333,427.25,2015,-0.9587178169872964,0.0,-2.7,-0.65,-16.3,-127.3,-16.554684,-124.8398
52.3,104.2833333,427.25,2015,-0.9741004551724206,0.0,-2.8,0.44,-20.7,-158.7,-16.486603,-124.28169
52.3,104.2833333,427.25,2015,-0.7236440382959123,0.0,-0.8,1.74,-21.3,-169.8,-21.123669,-162.29488
52.3,104.2833333,427.25,2015,-0.2884824328806098,0.0,-0.9,2.24,-25.5,-201.8,-15.341868,-110.48179
52.3,104.2833333,427.25,2016,0.2386727660059501,0.0,-3.6,0.12,-33.8,-269.6,-23.529194,-182.0146
