Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-13.994503,-104.506836
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-14.947497,-112.7043
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-12.837532,-95.93764
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-15.352619,-114.62506
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-14.981781,-111.76109
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-19.133202,-145.25438
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-25.751741,-202.0493
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-23.812965,-183.45535
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-19.112396,-146.4707
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-11.000118,-85.32448
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-18.203468,-140.16614
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-15.165718,-114.92401
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-13.724686,-102.21237
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-12.982697,-96.439804
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-16.516941,-125.52542
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-18.902107,-144.80884
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-16.642033,-127.82646
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-19.34803,-153.18129
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,0.4,0.69,-12.6,-86.7,-19.671318,-150.99725
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,1.3,0.57,-12.8,-103.1,-19.601143,-150.31253
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,2.0,0.52,-12.7,-99.7,-24.529198,-189.97716
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,1.3,0.67,-12.2,-103.6,-20.167938,-156.20097
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,0.3,0.97,-10.9,-86.0,-12.014013,-91.74359
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,0.5,0.24,-15.7,-117.2,-14.36726,-107.01491
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-0.1,-1.28,-16.3,-120.7,-13.4095,-99.8147
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-23.013153,-178.04243
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-1.4,1.79,-27.6,-215.2,-26.547607,-204.94676
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,0.4,1.32,-25.9,-211.2,-15.89975,-123.14751
52.3,104.2833333,427.25,2015,0.9510565162951535,0.0,-1.2,1.45,-21.7,-175.3,-19.66661,-152.35786
52.3,104.2833333,427.25,2015,0.9760105506323683,0.0,-0.1,0.73,-15.3,-112.3,-19.854439,-152.48993
52.3,104.2833333,427.25,2015,0.741222010848596,0.0,-1.2,0.15,-10.7,-84.6,-18.893776,-145.53311
52.3,104.2833333,427.25,2015,0.29671281927349075,0.0,-0.9,-0.07,-14.3,-107.2,-18.815918,-145.06752
52.3,104.2833333,427.25,2015,-0.2135209154397959,0.00010476876,-1.9,-3.18,-9.4,-61.8,-10.151005,-77.44478
52.3,104.2833333,427.25,2015,-0.680773409477016,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-11.74515,-88.09517
52.3,104.2833333,427.25,2015,-0.9587178169872964,0.0,-2.7,-0.65,-16.3,-127.3,-12.534012,-92.813065
52.3,104.2833333,427.25,2015,-0.9741004551724206,0.0,-2.8,0.44,-20.7,-158.7,-12.977314,-95.731964
52.3,104.2833333,427.25,2015,-0.7236440382959123,0.0,-0.8,1.74,-21.3,-169.8,-17.127525,-129.59067
52.3,104.2833333,427.25,2015,-0.2884824328806098,0.0,-0.9,2.24,-25.5,-201.8,-21.421228,-165.99814
52.3,104.2833333,427.25,2016,0.2386727660059501,0.0,-3.6,0.12,-33.8,-269.6,-26.765724,-209.15924
52.3,104.2833333,427.25,2016,0.6994583270516471,0.0,-3.2,1.58,-26.1,-209.1,-31.653511,-249.05751
52.3,104.2833333,427.25,2016,0.9562348265919056,0.0,-0.1,0.73,-26.0,-202.9,-19.870537,-152.63422
52.3,104.2833333,427.25,2016,0.9721181966290613,0.0,-2.0,0.38,-12.5,-102.1,-21.61016,-167.409
52.3,104.2833333,427.25,2016,0.7295575540864875,0.0,0.7,-0.77,-16.4,-124.2,-18.068611,-138.5366
52.3,104.2833333,427.25,2016,0.2802306751992159,0.0,1.1,-0.43,-12.4,-103.6,-20.079315,-154.3197
52.3,104.2833333,427.25,2016,-0.23030567023061196,0.0,0.7,-1.76,-10.9,-82.7,-15.516155,-120.06773
52.3,104.2833333,427.25,2016,-0.6932812268869771,0.0,1.2,-1.65,-12.1,-89.8,-13.8163185,-104.34358
52.3,104.2833333,427.25,2016,-0.9634705485641486,6.515779e-05,2.0,0.61,-14.6,-109.1,-14.48793,-108.14757
52.3,104.2833333,427.25,2016,-0.970063921851507,3.4144956e-05,-0.4,0.41,-27.5,-202.8,-13.595341,-100.918335
52.3,104.2833333,427.25,2016,-0.7116566222817751,0.0,-0.2,-0.16,-27.8,-210.5,-15.450413,-116.85794
52.3,104.2833333,427.25,2016,-0.27195815753410524,4.3128384e-06,0.5,0.48,-26.4,-201.1,-23.137146,-179.46965
52.3,104.2833333,427.25,2012,-0.27195815753410524,0.0,-1.0,0.17,-35.1,-262.7,-23.63649,-182.55177
52.3,104.2833333,427.25,2017,0.9510565162951535,0.0,1.5,0.74,-17.6,-126.8,-19.929771,-153.19301
52.3,104.2833333,427.25,2017,0.9760105506323683,0.0,-0.3,1.73,-20.9,-152.0,-18.29966,-140.17087
52.3,104.2833333,427.25,2017,0.2386727660059501,0.0,0.3,0.48,-30.3,-230.6,-20.092781,-154.20815
52.3,104.2833333,427.25,2017,0.6994583270516471,0.0,-0.1,1.0,-25.9,-194.9,-17.532581,-135.78061
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0.0,-2.2,-0.29,-11.9,-88.50962751,-13.078693,-96.32477
