Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-10.405064,-81.51213
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-13.523941,-110.17729
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-13.795685,-112.67485
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-14.487396,-119.03227
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-14.018021,-114.71831
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-16.043747,-133.33647
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-23.850204,-205.08452
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-18.341217,-154.4522
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-13.344837,-108.53117
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-10.658279,-83.8394
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-8.184793,-61.10594
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-12.541958,-101.15202
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-13.042213,-105.7498
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-12.529606,-101.0385
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-13.159557,-106.82829
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-17.945953,-150.81938
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-7.675274,-56.42302
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-13.128677,-106.54448
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,0.4,0.69,-12.6,-86.7,-14.363876,-117.89702
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,1.3,0.57,-12.8,-103.1,-12.054054,-96.66777
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,2.0,0.52,-12.7,-99.7,-16.99485,-142.07793
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,1.3,0.67,-12.2,-103.6,-11.535271,-91.899704
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,0.3,0.97,-10.9,-86.0,-12.80135,-103.53606
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,0.5,0.24,-15.7,-117.2,-13.536293,-110.29082
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-0.1,-1.28,-16.3,-120.7,-12.189926,-97.91655
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-16.303139,-135.7205
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-1.4,1.79,-27.6,-215.2,-15.481731,-128.17107
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,0.4,1.32,-25.9,-211.2,-13.820389,-112.9019
