Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.4,-1.28,-14.0,-111.2,-11.769665,-77.879
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,1.6,-1.51,-9.7,-74.1,-16.080769,-108.95859
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,0.7,-1.35,-14.2,-101.4,-12.84993,-85.66684
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,1.7,0.54,-13.1,-108.0,-20.093182,-137.88486
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,1.2,0.39,-17.3,-127.0,-19.46593,-133.36288
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,1.8,1.36,-30.1,-224.1,-19.60532,-134.36777
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,4.1,2.52,-27.3,-208.7,-16.917103,-114.987885
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,1.8,1.17,-29.0,-218.7,-20.222614,-138.81796
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,0.8,0.42,-26.4,-207.4,-22.383144,-154.39365
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,-0.7,-2.53,-10.0,-91.8,-8.822582,-56.632904
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,-0.1,-1.32,-13.0,-100.8,-11.884163,-78.70444
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,-0.3,-0.98,-11.0,-87.1,-12.984341,-86.63583
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,0.4,-0.59,-15.0,-107.9,-17.424877,-118.64853
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.5,-2.06,-29.9,-225.5,-17.285488,-117.64365
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.4,-0.58,-22.3,-165.9,-13.965042,-93.7059
