Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,-14.0,-111.2,-11.446628,-83.252365
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,-9.7,-74.1,-10.720669,-77.03963
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,-14.2,-101.4,-10.69837,-77.57225
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,-13.1,-108.0,-11.093082,-80.07555
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,-17.3,-127.0,-15.238819,-113.87163
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,-30.1,-224.1,-19.532116,-148.87062
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,-27.3,-208.7,-22.736279,-174.99098
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,-29.0,-218.7,-19.785076,-150.93275
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,-26.4,-207.4,-22.933025,-176.59486
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,-10.0,-91.8,-11.243512,-81.702225
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,-13.0,-100.8,-11.178406,-81.43562
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,-11.0,-87.1,-10.1566305,-73.02887
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,-15.0,-107.9,-11.66927,-84.77263
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,-29.9,-225.5,-14.508045,-107.91435
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,-22.3,-165.9,-21.373104,-163.87837
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,-29.2,-226.2,-20.55801,-157.23372
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,-30.7,-251.3,-20.670437,-158.15022
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,-21.8,-169.2,-17.19926,-129.85316
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,-12.6,-86.7,-16.67226,-125.55705
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,-12.8,-103.1,-11.163349,-80.64836
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,-12.7,-99.7,-10.759379,-77.6888
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,-12.2,-103.6,-11.135841,-81.046814
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,-10.9,-86.0,-10.501246,-75.944916
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,-15.7,-117.2,-11.851963,-86.26195
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,-16.3,-120.7,-15.512859,-116.105606
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,-29.6,-230.5,-19.194836,-146.12111
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,-27.6,-215.2,-20.417477,-156.08809
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,-25.9,-211.2,-22.258465,-171.09584
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,-21.7,-175.3,-19.855343,-151.50557
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,-15.3,-112.3,-16.131207,-121.14638
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,-10.7,-84.6,-11.77467,-85.63185
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,289.6717,-14.3,-107.2,-10.664931,-76.75607
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,292.13568,-9.4,-61.8,-10.72646,-77.43518
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,286.79733,-12.1,-85.6,-11.227668,-81.68623
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,279.96805,-16.3,-127.3,-12.519497,-91.70369
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,278.67822,-20.7,-158.7,-12.70219,-93.19301
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,271.8202,-21.3,-169.8,-17.592754,-133.06093
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,261.45505,-25.5,-201.8,-20.164516,-154.02596
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,237.81444,-33.8,-269.6,-21.668224,-166.2842
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,256.34158,-26.1,-209.1,-22.075771,-169.60652
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,273.4593,-26.0,-202.9,-16.601994,-124.98424
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,276.23322,-12.5,-102.1,-15.526913,-116.22017
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,285.2303,-16.4,-124.2,-11.683323,-84.88719
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,295.30023,-12.4,-103.6,-10.306095,-73.66002
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,295.5241,-10.9,-82.7,-10.643375,-76.40953
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,291.53262,-12.1,-89.8,-10.466718,-75.7262
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,281.7547,-14.6,-109.1,-11.887096,-86.548355
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,278.09888,-27.5,-202.8,-12.920017,-94.968735
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,266.15433,-27.8,-210.5,-19.728863,-150.4745
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,254.54556,-26.4,-201.1,-21.035824,-161.12886
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,256.0939,-35.1,-262.7,-21.35905,-163.76381
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,260.47137,-17.6,-126.8,-21.218517,-162.61818
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,270.12485,-20.9,-152.0,-18.000301,-136.38326
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,256.59677,-30.3,-230.6,-19.813183,-151.16188
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,260.36813,-25.9,-194.9,-21.260677,-162.96187
