Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-12.76848030090332,-83.52625274658203
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-10.528955459594727,-67.89632415771484
52.3,104.2833333,427.25,2011.0,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-13.202714920043945,-86.55683135986328
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-18.453737258911133,-123.20438385009766
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-16.475557327270508,-109.3984146118164
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-23.986207962036133,-161.81619262695312
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-21.622041702270508,-145.31637573242188
52.3,104.2833333,427.25,2012.0,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-28.039064407348633,-190.10159301757812
52.3,104.2833333,427.25,2012.0,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-20.850069046020508,-139.92868041992188
52.3,104.2833333,427.25,2012.0,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-12.454866409301758,-81.3375015258789
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-11.403316497802734,-70.41436767578125
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-14.400880813598633,-94.91898345947266
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-17.65764045715332,-117.64832305908203
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-19.016633987426758,-127.1329116821289
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-17.23948860168457,-114.72998809814453
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-30.178071975708008,-205.02999877929688
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-16.073488235473633,-106.59232330322266
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-22.603090286254883,-152.16323852539062
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,0.4,0.69,-12.6,-86.7,-18.582399368286133,-124.10233306884766
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,1.3,0.57,-12.8,-103.1,-16.69267463684082,-110.91370391845703
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,2.0,0.52,-12.7,-99.7,-24.066621780395508,-162.37741088867188
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,0.0,1.3,0.67,-12.2,-103.6,-11.216493606567383,-72.69474029541016
52.3,104.2833333,427.25,2013.0,-0.680773409477016,0.0,0.3,0.97,-10.9,-86.0,-13.757570266723633,-90.42923736572266
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,0.0,0.5,0.24,-15.7,-117.2,-16.161943435668945,-107.20966339111328
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,0.0,-0.1,-1.28,-16.3,-120.7,-17.770219802856445,-118.43402862548828
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-22.892580032348633,-154.18362426757812
52.3,104.2833333,427.25,2015.0,0.2386727660059501,0.0,-1.4,1.79,-27.6,-215.2,-21.815034866333008,-146.66329956054688
52.3,104.2833333,427.25,2015.0,0.6994583270516471,0.0,0.4,1.32,-25.9,-211.2,-18.308992385864258,-122.1941909790039
52.3,104.2833333,427.25,2015.0,0.9510565162951535,0.0,-1.2,1.45,-21.7,-175.3,-23.117738723754883,-155.75503540039062
52.3,104.2833333,427.25,2015.0,0.9760105506323683,0.0,-0.1,0.73,-15.3,-112.3,-19.925310134887695,-133.47467041015625
52.3,104.2833333,427.25,2015.0,0.741222010848596,0.0,-1.2,0.15,-10.7,-84.6,-21.702455520629883,-145.87759399414062
52.3,104.2833333,427.25,2015.0,0.29671281927349075,0.0,-0.9,-0.07,-14.3,-107.2,-11.457735061645508,-74.3783950805664
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,0.00010476876,-1.9,-3.18,-9.4,-61.8,-11.300928115844727,-73.28401947021484
52.3,104.2833333,427.25,2015.0,-0.680773409477016,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-17.65764045715332,-117.64832305908203
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,0.0,-2.7,-0.65,-16.3,-127.3,-17.167116165161133,-114.22489166259766
52.3,104.2833333,427.25,2015.0,-0.9741004551724206,0.0,-2.8,0.44,-20.7,-158.7,-16.765047073364258,-111.4188003540039
52.3,104.2833333,427.25,2015.0,-0.7236440382959123,0.0,-0.8,1.74,-21.3,-169.8,-21.879365921020508,-147.11227416992188
52.3,104.2833333,427.25,2015.0,-0.2884824328806098,0.0,-0.9,2.24,-25.5,-201.8,-23.085573196411133,-155.53054809570312
52.3,104.2833333,427.25,2016.0,0.2386727660059501,0.0,-3.6,0.12,-33.8,-269.6,-23.744966506958008,-160.13253784179688
52.3,104.2833333,427.25,2016.0,0.6994583270516471,0.0,-3.2,1.58,-26.1,-209.1,-23.584138870239258,-159.01010131835938
52.3,104.2833333,427.25,2016.0,0.9562348265919056,0.0,-0.1,0.73,-26.0,-202.9,-19.273958206176758,-128.92880249023438
