Lat,Lon,Alt,Year,JulianDay_Sin,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,-14.0,-111.2,-9.093414,-63.830147
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,-9.7,-74.1,-9.652283,-68.51115
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,-14.2,-101.4,-9.885452,-71.743095
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,-13.1,-108.0,-10.764906,-77.8303
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,-17.3,-127.0,-12.995268,-96.51145
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,-30.1,-224.1,-17.43553,-133.70236
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,-27.3,-208.7,-21.538168,-168.0654
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,-29.0,-218.7,-23.052359,-180.74802
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,-26.4,-207.4,-20.289984,-157.61081
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-10.0,-91.8,-9.726458,-69.13242
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-13.0,-100.8,-10.025715,-71.638954
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-11.0,-87.1,-9.558174,-70.02229
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,-15.0,-107.9,-10.662596,-76.973366
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,-29.9,-225.5,-12.667875,-93.769264
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,-22.3,-165.9,-17.317873,-132.71689
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-29.2,-226.2,-23.482061,-184.34714
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-30.7,-251.3,-20.269522,-157.43942
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,-21.8,-169.2,-16.443121,-125.390114
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,-12.6,-86.7,-16.269194,-123.93333
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,-12.8,-103.1,-8.076706,-55.31437
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,-12.7,-99.7,-9.09725,-63.86228
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,-12.2,-103.6,-10.005253,-71.46757
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,-10.9,-86.0,-9.943958,-71.309654
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,-15.7,-117.2,-10.762348,-77.808876
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-16.3,-120.7,-12.995268,-96.51145
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-29.6,-230.5,-21.374472,-166.6943
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-27.6,-215.2,-23.4616,-184.17575
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,-25.9,-211.2,-20.279753,-157.52512
52.3,104.2833333,427.25,2015,0.9510565162951535,0.0,-21.7,-175.3,-16.438005,-125.34727
52.3,104.2833333,427.25,2015,0.9760105506323683,0.0,-15.3,-112.3,-16.264078,-123.89048
52.3,104.2833333,427.25,2015,0.741222010848596,0.0,-10.7,-84.6,-8.077346,-55.319725
52.3,104.2833333,427.25,2015,0.29671281927349075,0.0,-14.3,-107.2,-9.099808,-63.883705
52.3,104.2833333,427.25,2015,-0.2135209154397959,0.00010476876,-9.4,-61.8,-9.534626,-67.52567
52.3,104.2833333,427.25,2015,-0.680773409477016,5.4737215e-05,-12.1,-85.6,-9.901985,-71.8943
52.3,104.2833333,427.25,2015,-0.9587178169872964,0.0,-16.3,-127.3,-10.75979,-77.78745
52.3,104.2833333,427.25,2015,-0.9741004551724206,0.0,-20.7,-158.7,-12.995268,-96.51145
52.3,104.2833333,427.25,2015,-0.7236440382959123,0.0,-21.3,-169.8,-17.43553,-133.70236
52.3,104.2833333,427.25,2015,-0.2884824328806098,0.0,-25.5,-201.8,-21.538168,-168.0654
52.3,104.2833333,427.25,2016,0.2386727660059501,0.0,-33.8,-269.6,-23.451368,-184.09006
52.3,104.2833333,427.25,2016,0.6994583270516471,0.0,-26.1,-209.1,-20.279753,-157.52512
52.3,104.2833333,427.25,2016,0.9562348265919056,0.0,-26.0,-202.9,-16.407312,-125.09019
52.3,104.2833333,427.25,2016,0.9721181966290613,0.0,-12.5,-102.1,-16.294771,-124.14756
52.3,104.2833333,427.25,2016,0.7295575540864875,0.0,-16.4,-124.2,-9.423365,-66.59376
52.3,104.2833333,427.25,2016,0.2802306751992159,0.0,-12.4,-103.6,-9.913174,-70.69633
52.3,104.2833333,427.25,2016,-0.23030567023061196,0.0,-10.9,-82.7,-10.025715,-71.638954
52.3,104.2833333,427.25,2016,-0.6932812268869771,0.0,-12.1,-89.8,-9.392287,-68.581924
52.3,104.2833333,427.25,2016,-0.9634705485641486,6.515779e-05,-14.6,-109.1,-10.652365,-76.88767
52.3,104.2833333,427.25,2016,-0.970063921851507,3.4144956e-05,-27.5,-202.8,-12.71903,-94.19773
52.3,104.2833333,427.25,2016,-0.7116566222817751,0.0,-27.8,-210.5,-17.317873,-132.71689
52.3,104.2833333,427.25,2016,-0.27195815753410524,4.3128384e-06,-26.4,-201.1,-21.65071,-169.00803
52.3,104.2833333,427.25,2012,-0.27195815753410524,0.0,-35.1,-262.7,-21.712095,-169.52219
52.3,104.2833333,427.25,2017,0.9510565162951535,0.0,-17.6,-126.8,-16.427774,-125.26157
52.3,104.2833333,427.25,2017,0.9760105506323683,0.0,-20.9,-152.0,-16.253847,-123.80479
52.3,104.2833333,427.25,2017,0.2386727660059501,0.0,-30.3,-230.6,-23.441137,-184.00436
52.3,104.2833333,427.25,2017,0.6994583270516471,0.0,-25.9,-194.9,-20.289984,-157.61081
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0.0,-11.9,-88.50962751,-10.17918,-72.924355
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0.0,-9.88,-66.74413536,-10.8007145,-78.130226
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0.0,-9.69,-71.5587575,-9.408018,-66.46522
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0.0001690366,-6.1,-40.66799847,-9.330006,-65.811806
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,3.2743297e-05,-7.01,-50.25006643,-7.4919395,-50.41646
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0.00010311205,-7.21,-53.83051048,-7.1472826,-47.529663
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0.00014510812,-5.49,-34.72560691,-6.322825,-40.089516
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0.0,-4.8,-31.50057387,-6.1220613,-38.21067
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0.0,-4.92,-31.38678091,-7.390868,-51.231537
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,7.0730985e-06,-10.75,-76.42100974,-8.398901,-59.722786
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0.0,-10.49,-75.39648751,-10.488668,-75.51658
