Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.4,-1.28,-14.0,-111.2,-16.275024,-124.88052
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,1.6,-1.51,-9.7,-74.1,-15.587417,-119.07974
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,0.7,-1.35,-14.2,-101.4,-15.179946,-115.64224
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,1.7,0.54,-13.1,-108.0,-15.103545,-114.99771
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,1.2,0.39,-17.3,-127.0,-15.103545,-114.99771
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,1.8,1.36,-30.1,-224.1,-15.141746,-115.31998
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,4.1,2.52,-27.3,-208.7,-15.536483,-118.650055
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,1.8,1.17,-29.0,-218.7,-16.173157,-124.02115
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,0.8,0.42,-26.4,-207.4,-16.580627,-127.45865
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,-0.7,-2.53,-10.0,-91.8,-16.236824,-124.55826
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,-0.1,-1.32,-13.0,-100.8,-15.574683,-118.97232
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,-0.3,-0.98,-11.0,-87.1,-15.179946,-115.64224
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,0.4,-0.59,-15.0,-107.9,-15.090812,-114.89029
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.5,-2.06,-29.9,-225.5,-15.090812,-114.89029
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.4,-0.58,-22.3,-165.9,-15.154479,-115.4274
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,-0.1,0.35,-29.2,-226.2,-16.160423,-123.91373
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,-0.4,-0.45,-30.7,-251.3,-16.580627,-127.45865
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,2.5,-1.61,-21.8,-169.2,-16.618828,-127.780914
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.4,0.69,-12.6,-86.7,-16.631561,-127.888336
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,1.3,0.57,-12.8,-103.1,-16.59336,-127.56607
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,2.0,0.52,-12.7,-99.7,-16.249557,-124.66568
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,1.3,0.67,-12.2,-103.6,-15.587417,-119.07974
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.3,0.97,-10.9,-86.0,-15.192679,-115.749664
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.5,0.24,-15.7,-117.2,-15.090812,-114.89029
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,-0.1,-1.28,-16.3,-120.7,-15.078078,-114.78287
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,-0.9,1.86,-29.6,-230.5,-15.536483,-118.650055
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,-1.4,1.79,-27.6,-215.2,-16.122223,-123.59146
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.4,1.32,-25.9,-211.2,-16.580627,-127.45865
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,-1.2,1.45,-21.7,-175.3,-16.631561,-127.888336
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,-0.1,0.73,-15.3,-112.3,-16.631561,-127.888336
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,-1.2,0.15,-10.7,-84.6,-16.59336,-127.56607
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,-0.9,-0.07,-14.3,-107.2,-16.211357,-124.343414
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,-1.9,-3.18,-9.4,-61.8,-15.574683,-118.97232
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,-2.4,-0.76,-12.1,-85.6,-15.205413,-115.857086
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,-2.7,-0.65,-16.3,-127.3,-15.078078,-114.78287
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,-2.8,0.44,-20.7,-158.7,-15.065345,-114.675446
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,-0.8,1.74,-21.3,-169.8,-15.154479,-115.4274
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,-0.9,2.24,-25.5,-201.8,-15.536483,-118.650055
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,-3.6,0.12,-33.8,-269.6,-16.10949,-123.48404
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,-3.2,1.58,-26.1,-209.1,-16.580627,-127.45865
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,-0.1,0.73,-26.0,-202.9,-16.631561,-127.888336
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,-2.0,0.38,-12.5,-102.1,-16.631561,-127.888336
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,0.7,-0.77,-16.4,-124.2,-16.59336,-127.56607
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,1.1,-0.43,-12.4,-103.6,-16.18589,-124.12857
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,0.7,-1.76,-10.9,-82.7,-15.56195,-118.8649
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,1.2,-1.65,-12.1,-89.8,-15.192679,-115.749664
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,2.0,0.61,-14.6,-109.1,-15.065345,-114.675446
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,-0.4,0.41,-27.5,-202.8,-15.065345,-114.675446
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,-0.2,-0.16,-27.8,-210.5,-15.179946,-115.64224
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,0.5,0.48,-26.4,-201.1,-15.549216,-118.75748
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,-1.0,0.17,-35.1,-262.7,-15.536483,-118.650055
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,1.5,0.74,-17.6,-126.8,-16.631561,-127.888336
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,-0.3,1.73,-20.9,-152.0,-16.631561,-127.888336
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,0.3,0.48,-30.3,-230.6,-16.10949,-123.48404
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,-0.1,1.0,-25.9,-194.9,-16.580627,-127.45865
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,-2.2,-0.29,-11.9,-88.50962751,-8.526713,-59.514313
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,2.0,-0.14,-9.88,-66.74413536,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,0.7,1.02,-9.69,-71.5587575,-8.934184,-62.951813
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,-1.5,1.15,-6.1,-40.66799847,-8.934184,-62.951813
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,1.7,0.19,-7.01,-50.25006643,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,-1.4,-0.89,-7.21,-53.83051048,-8.545814,-59.675446
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,-0.8,1.13,-5.49,-34.72560691,-8.507613,-59.35318
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,-0.5,-0.48,-4.8,-31.50057387,-8.380279,-58.27896
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,-0.6,0.38,-4.92,-31.38678091,-8.042842,-55.43228
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,-0.1,-1.1,-10.75,-76.42100974,-8.042842,-55.43228
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,-1.1,0.73,-10.49,-75.39648751,-8.361178,-58.11783
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,-1.3,1.21,-13.22,-98.71358212,-8.507613,-59.35318
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,0.6,1.52,-6.66,-42.77138547,-8.526713,-59.514313
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,-5.2,-0.06,-15.78,-115.1328526,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,0.5,-1.83,-8.02,-59.70485452,-8.934184,-62.951813
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,0,0,1,0,0,-1.0,-0.3,-8.51,-58.19910378,-8.934184,-62.951813
47.54260867,7.58371693,304.73438,2005,0.741222010848596,0,0,1,0,0,-1.3,-1.25,-6.95,-48.05079866,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0,0,1,0,0,0.7,-0.05,-5.24,-32.64544918,-8.55218,-59.729156
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0,0,1,0,0,0.3,-0.51,-5.67,-37.45673818,-8.507613,-59.35318
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,0,0,1,0,0,-0.6,0.37,-6.33,-43.03745941,-8.399379,-58.440094
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0,0,1,0,0,0.6,0.63,-9.610421834,-68.63931346,-8.046025,-55.459137
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,0,0,1,0,0,2.0,-0.98,-6.38,-42.73606861,-8.042842,-55.43228
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,0,0,1,0,0,-0.3,-0.31,-14.2,-103.3116898,-8.342078,-57.956696
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,0,0,1,0,0,-0.0,-0.44,-10.79,-78.0619552,-8.507613,-59.35318
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,0,0,1,0,0,2.7,1.27,-10.39,-75.03694923,-8.526713,-59.514313
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0,0,1,0,0,0.2,-0.51,-11.52,-90.29273588,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,0,0,1,0,0,2.9,-1.28,-11.23849183,-82.68571664,-8.934184,-62.951813
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,0,0,1,0,0,1.8,1.24,-10.61,-76.08191291,-8.934184,-62.951813
47.54260867,7.58371693,304.73438,2006,0.741222010848596,0,0,1,0,0,-0.8,-1.14,-8.47,-60.27743553,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,0,0,1,0,0,-0.4,0.84,-4.08,-26.00399436,-8.55218,-59.729156
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,0,0,1,0,0,-1.0,0.9,-3.64,-26.43863597,-8.507613,-59.35318
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,0,0,1,0,0,-1.7,-1.73,-8.43,-60.3623681,-8.399379,-58.440094
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,0,0,1,0,0,-1.0,-1.62,-7.78,-53.80678357,-8.046025,-55.459137
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,0,0,1,0,0,-2.1,-2.24,-6.51,-49.6066388,-8.042842,-55.43228
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,0,0,1,0,0,0.1,0.44,-9.18,-67.40884533,-8.342078,-57.956696
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,0,0,1,0,0,-0.5,1.34,-11.11,-83.72738599,-8.507613,-59.35318
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,0,0,1,0,0,-1.3,0.22,-12.87,-93.4449454,-8.526713,-59.514313
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,0,0,1,0,0,-0.1,-0.47,-9.46,-71.36453487,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,0,0,1,0,0,0.3,1.44,-12.11,-89.32212676,-8.934184,-62.951813
47.54260867,7.58371693,304.73438,2007,0.741222010848596,0,0,1,0,0,-0.2,0.66,-7.87,-56.86635214,-8.921451,-62.84439
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,0,0,1,0,0,0.9,-1.31,-6.28,-44.71481808,-8.55218,-59.729156
