Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-12.393231391906738,-96.02825164794922
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-14.39830493927002,-113.30176544189453
52.3,104.2833333,427.25,2011.0,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-14.4280366897583,-113.6690444946289
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-14.662800788879395,-115.6456069946289
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-14.62736988067627,-115.34082794189453
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-15.34975528717041,-121.50765228271484
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-21.96173858642578,-178.4015350341797
52.3,104.2833333,427.25,2012.0,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-15.453869819641113,-126.28031158447266
52.3,104.2833333,427.25,2012.0,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-17.341257095336914,-140.31326293945312
52.3,104.2833333,427.25,2012.0,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-14.747980117797852,-109.23955535888672
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-14.35988712310791,-113.1986312866211
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-17.282936096191406,-137.60511779785156
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-15.111077308654785,-119.59178924560547
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-15.702691078186035,-124.7838363647461
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-17.482818603515625,-140.0708770751953
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-18.210662841796875,-145.92005920410156
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-13.672554969787598,-107.25183868408203
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-15.99698543548584,-129.1836395263672
