Lat,Lon,Alt,Year,JulianDay_Sin,Temp,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,-14.0,-111.2,-12.039167,-85.31796
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,-9.7,-74.1,-10.780203,-75.275696
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,-14.2,-101.4,-11.497747,-80.99927
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,-13.1,-108.0,-12.71105,-90.67731
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,-17.3,-127.0,-17.16635,-126.215485
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,-30.1,-224.1,-21.510756,-160.86911
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,-27.3,-208.7,-29.090635,-221.33084
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,-29.0,-218.7,-25.385496,-191.7764
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,-26.4,-207.4,-26.990187,-204.57639
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-10.0,-91.8,-11.889135,-84.121216
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-13.0,-100.8,-11.412947,-80.322845
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-11.0,-87.1,-11.125929,-78.03342
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,-15.0,-107.9,-13.298132,-95.36023
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,-29.9,-225.5,-15.979139,-116.745575
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,-22.3,-165.9,-25.659468,-193.96176
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-29.2,-226.2,-26.546614,-201.03818
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-30.7,-251.3,-24.18524,-182.20242
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,-21.8,-169.2,-16.200926,-118.51468
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,-12.6,-86.7,-15.698645,-114.50818
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,-12.8,-103.1,-12.29357,-87.34723
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,-12.7,-99.7,-11.576025,-81.62366
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,-12.2,-103.6,-11.445562,-80.58301
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,-10.9,-86.0,-11.3999,-80.21878
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,-15.7,-117.2,-13.37641,-95.98462
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,-16.3,-120.7,-17.544691,-129.23337
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,-29.6,-230.5,-23.41551,-176.06259
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,-27.6,-215.2,-26.755354,-202.70322
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,-25.9,-211.2,-26.572706,-201.2463
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,-21.7,-175.3,-21.523802,-160.97318
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,-15.3,-112.3,-15.379011,-111.95859
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,-10.7,-84.6,-13.343794,-95.72446
52.3,104.2833333,427.25,2015,0.29671281927349075,289.6717,-14.3,-107.2,-11.576025,-81.62366
52.3,104.2833333,427.25,2015,-0.2135209154397959,292.13568,-9.4,-61.8,-11.236822,-78.91797
52.3,104.2833333,427.25,2015,-0.680773409477016,286.79733,-12.1,-85.6,-11.934797,-84.48544
52.3,104.2833333,427.25,2015,-0.9587178169872964,279.96805,-16.3,-127.3,-14.00263,-100.97974
52.3,104.2833333,427.25,2015,-0.9741004551724206,278.67822,-20.7,-158.7,-14.54405,-105.29843
52.3,104.2833333,427.25,2015,-0.7236440382959123,271.8202,-21.3,-169.8,-17.636015,-129.96182
52.3,104.2833333,427.25,2015,-0.2884824328806098,261.45505,-25.5,-201.8,-25.816023,-195.21054
52.3,104.2833333,427.25,2016,0.2386727660059501,237.81444,-33.8,-269.6,-30.68228,-234.02676
52.3,104.2833333,427.25,2016,0.6994583270516471,256.34158,-26.1,-209.1,-26.520521,-200.83005
52.3,104.2833333,427.25,2016,0.9562348265919056,273.4593,-26.0,-202.9,-15.83563,-115.60086
52.3,104.2833333,427.25,2016,0.9721181966290613,276.23322,-12.5,-102.1,-15.065901,-109.46103
52.3,104.2833333,427.25,2016,0.7295575540864875,285.2303,-16.4,-124.2,-13.291609,-95.3082
52.3,104.2833333,427.25,2016,0.2802306751992159,295.30023,-12.4,-103.6,-11.138975,-78.13748
52.3,104.2833333,427.25,2016,-0.23030567023061196,295.5241,-10.9,-82.7,-11.021559,-77.2009
52.3,104.2833333,427.25,2016,-0.6932812268869771,291.53262,-12.1,-89.8,-11.478178,-80.84317
52.3,104.2833333,427.25,2016,-0.9634705485641486,281.7547,-14.6,-109.1,-13.702566,-98.58624
52.3,104.2833333,427.25,2016,-0.970063921851507,278.09888,-27.5,-202.8,-14.713652,-106.651276
52.3,104.2833333,427.25,2016,-0.7116566222817751,266.15433,-27.8,-210.5,-23.024122,-172.94064
52.3,104.2833333,427.25,2016,-0.27195815753410524,254.54556,-26.4,-201.1,-27.512037,-208.73898
52.3,104.2833333,427.25,2012,-0.27195815753410524,256.0939,-35.1,-262.7,-27.211973,-206.34549
52.3,104.2833333,427.25,2017,0.9510565162951535,260.47137,-17.6,-126.8,-24.981062,-188.55038
52.3,104.2833333,427.25,2017,0.9760105506323683,270.12485,-20.9,-152.0,-17.37509,-127.88052
52.3,104.2833333,427.25,2017,0.2386727660059501,256.59677,-30.3,-230.6,-26.585752,-201.35037
52.3,104.2833333,427.25,2017,0.6994583270516471,260.36813,-25.9,-194.9,-25.47682,-192.50485
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,274.69434,-11.9,-88.50962751,-11.94132,-84.537476
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,276.20032,-9.88,-66.74413536,-11.615164,-81.93585
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,279.2048,-9.69,-71.5587575,-9.938719,-68.56351
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,284.02167,-6.1,-40.66799847,-9.152681,-62.293594
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,288.99155,-7.01,-50.25006643,-7.8154397,-51.626938
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,283.889,-7.21,-53.83051048,-8.281843,-55.34726
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,294.9553,-5.49,-34.72560691,-6.618445,-42.07898
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,292.1178,-4.8,-31.50057387,-6.33795,-39.841583
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,289.50723,-4.92,-31.38678091,-7.489283,-49.025314
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,282.97815,-10.75,-76.42100974,-8.549292,-57.48059
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,282.98523,-10.49,-75.39648751,-10.1213665,-70.02042
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,279.3189,-13.22,-98.71358212,-11.804335,-83.44479
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,279.46838,-6.66,-42.77138547,-11.243345,-78.97
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,280.56467,-15.78,-115.1328526,-10.2192135,-70.8009
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,280.88824,-8.02,-59.70485452,-9.729979,-66.89847
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,288.3,-8.51,-58.19910378,-9.093973,-61.825302
47.54260867,7.58371693,304.73438,2005,0.741222010848596,293.8865,-6.95,-48.05079866,-7.949164,-52.693604
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,293.25107,-5.24,-32.64544918,-6.6151834,-42.052963
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,290.88892,-5.67,-37.45673818,-6.370566,-40.101746
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,295.45166,-6.33,-43.03745941,-6.4553666,-40.778168
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,284.0055,-9.610421834,-68.63931346,-8.206827,-54.748886
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,294.28342,-6.38,-42.73606861,-7.512114,-49.207428
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,278.78088,-14.2,-103.3116898,-11.275961,-79.23016
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,278.93994,-10.79,-78.0619552,-11.869566,-83.96512
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,278.52188,-10.39,-75.03694923,-11.491224,-80.947235
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,275.58633,-11.52,-90.29273588,-11.863043,-83.913086
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,285.73444,-11.23849183,-82.68571664,-9.035265,-61.35701
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,281.24936,-10.61,-76.08191291,-9.716932,-66.7944
47.54260867,7.58371693,304.73438,2006,0.741222010848596,288.51483,-8.47,-60.27743553,-7.85784,-51.96515
