Lat,Lon,Alt,Year,JulianDay_Sin,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,0.4,-1.28,-14.0,-111.2,-13.057644,-94.95944
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,1.6,-1.51,-9.7,-74.1,-10.774216,-76.35968
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,0.7,-1.35,-14.2,-101.4,-10.472275,-73.90021
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,1.7,0.54,-13.1,-108.0,-14.057823,-103.106445
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,1.2,0.39,-17.3,-127.0,-14.87558,-109.76752
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,1.8,1.36,-30.1,-224.1,-19.36066,-146.30093
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,4.1,2.52,-27.3,-208.7,-23.852032,-182.88559
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,1.8,1.17,-29.0,-218.7,-19.687763,-148.96536
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,0.8,0.42,-26.4,-207.4,-21.260372,-161.77512
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-0.7,-2.53,-10.0,-91.8,-11.950527,-85.941376
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-0.1,-1.32,-13.0,-100.8,-11.145351,-79.38278
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-0.3,-0.98,-11.0,-87.1,-9.792908,-68.366394
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,0.4,-0.59,-15.0,-107.9,-11.308903,-80.715
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,0.5,-2.06,-29.9,-225.5,-13.491684,-98.494934
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,0.4,-0.58,-22.3,-165.9,-23.285892,-178.27408
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-0.1,0.35,-29.2,-226.2,-22.002644,-167.82132
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-0.4,-0.45,-30.7,-251.3,-20.266483,-153.67935
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,2.5,-1.61,-21.8,-169.2,-16.45448,-122.62851
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,0.4,0.69,-12.6,-86.7,-15.259296,-112.8931
