Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.4,-1.28,-14.0,-111.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,1.6,-1.51,-9.7,-74.1,-7.218079,-47.81467
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,0.7,-1.35,-14.2,-101.4,-7.218079,-47.81467
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,1.7,0.54,-13.1,-108.0,-7.218079,-47.81467
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,1.2,0.39,-17.3,-127.0,-7.218079,-47.81467
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,1.8,1.36,-30.1,-224.1,-7.218079,-47.81467
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,4.1,2.52,-27.3,-208.7,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,1.8,1.17,-29.0,-218.7,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,0.8,0.42,-26.4,-207.4,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,-0.7,-2.53,-10.0,-91.8,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,-0.1,-1.32,-13.0,-100.8,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,-0.3,-0.98,-11.0,-87.1,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,0.4,-0.59,-15.0,-107.9,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.5,-2.06,-29.9,-225.5,-7.218079,-47.81467
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.4,-0.58,-22.3,-165.9,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,-0.1,0.35,-29.2,-226.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,-0.4,-0.45,-30.7,-251.3,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,2.5,-1.61,-21.8,-169.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.4,0.69,-12.6,-86.7,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,1.3,0.57,-12.8,-103.1,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,2.0,0.52,-12.7,-99.7,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,1.3,0.67,-12.2,-103.6,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.3,0.97,-10.9,-86.0,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.5,0.24,-15.7,-117.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,-0.1,-1.28,-16.3,-120.7,-7.218079,-47.81467
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,-0.9,1.86,-29.6,-230.5,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,-1.4,1.79,-27.6,-215.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.4,1.32,-25.9,-211.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,-1.2,1.45,-21.7,-175.3,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,-0.1,0.73,-15.3,-112.3,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,-1.2,0.15,-10.7,-84.6,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,-0.9,-0.07,-14.3,-107.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,-1.9,-3.18,-9.4,-61.8,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,-2.4,-0.76,-12.1,-85.6,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,-2.7,-0.65,-16.3,-127.3,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,-2.8,0.44,-20.7,-158.7,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,-0.8,1.74,-21.3,-169.8,-7.218079,-47.81467
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,-0.9,2.24,-25.5,-201.8,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,-3.6,0.12,-33.8,-269.6,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,-3.2,1.58,-26.1,-209.1,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,-0.1,0.73,-26.0,-202.9,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,-2.0,0.38,-12.5,-102.1,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,0.7,-0.77,-16.4,-124.2,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,1.1,-0.43,-12.4,-103.6,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,0.7,-1.76,-10.9,-82.7,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,1.2,-1.65,-12.1,-89.8,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,2.0,0.61,-14.6,-109.1,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,-0.4,0.41,-27.5,-202.8,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,-0.2,-0.16,-27.8,-210.5,-7.218079,-47.81467
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,0.5,0.48,-26.4,-201.1,-7.218079,-47.81467
