Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-12.173966,-81.12361
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-15.74315,-107.807205
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-13.044709,-87.63338
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-11.923951,-79.25447
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-11.794633,-78.287674
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-15.881089,-108.838455
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-15.363816,-104.97127
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-15.553483,-106.38924
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-14.225816,-96.463455
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-12.087754,-80.47908
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-11.863603,-78.8033
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-11.854981,-78.738846
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-11.734284,-77.8365
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-11.475648,-75.90291
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-12.156724,-80.994705
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-12.570542,-84.088455
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-13.087815,-87.95564
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-14.829301,-100.975174
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,0.4,0.69,-12.6,-86.7,-14.389619,-97.688065
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,1.3,0.57,-12.8,-103.1,-14.39824,-97.75252
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,2.0,0.52,-12.7,-99.7,-15.312089,-104.58455
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,1.3,0.67,-12.2,-103.6,-13.648194,-92.145096
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,0.3,0.97,-10.9,-86.0,-13.018846,-87.44002
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,0.5,0.24,-15.7,-117.2,-12.234315,-81.57478
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-0.1,-1.28,-16.3,-120.7,-11.079072,-72.938065
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-12.9757395,-87.11775
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-1.4,1.79,-27.6,-215.2,-12.682618,-84.926346
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,0.4,1.32,-25.9,-211.2,-13.656816,-92.20955
52.3,104.2833333,427.25,2015,0.9510565162951535,0.0,-1.2,1.45,-21.7,-175.3,-13.820619,-93.43416
52.3,104.2833333,427.25,2015,0.9760105506323683,0.0,-0.1,0.73,-15.3,-112.3,-13.458528,-90.72713
52.3,104.2833333,427.25,2015,0.741222010848596,0.0,-1.2,0.15,-10.7,-84.6,-12.863664,-86.27986
52.3,104.2833333,427.25,2015,0.29671281927349075,0.0,-0.9,-0.07,-14.3,-107.2,-11.49289,-76.031815
52.3,104.2833333,427.25,2015,-0.2135209154397959,0.00010476876,-1.9,-3.18,-9.4,-61.8,-7.828874,-48.639233
52.3,104.2833333,427.25,2015,-0.680773409477016,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-14.449967,-98.13924
52.3,104.2833333,427.25,2015,-0.9587178169872964,0.0,-2.7,-0.65,-16.3,-127.3,-11.389436,-75.25838
52.3,104.2833333,427.25,2015,-0.9741004551724206,0.0,-2.8,0.44,-20.7,-158.7,-11.475648,-75.90291
52.3,104.2833333,427.25,2015,-0.7236440382959123,0.0,-0.8,1.74,-21.3,-169.8,-10.3592005,-67.55623
52.3,104.2833333,427.25,2015,-0.2884824328806098,0.0,-0.9,2.24,-25.5,-201.8,-11.27736,-74.42049
52.3,104.2833333,427.25,2016,0.2386727660059501,0.0,-3.6,0.12,-33.8,-269.6,-15.536241,-106.26033
52.3,104.2833333,427.25,2016,0.6994583270516471,0.0,-3.2,1.58,-26.1,-209.1,-13.355073,-89.95369
