Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
11.12,124.62,231.36719,1998.0,0.29671281927349075,7.127512799343094e-05,1.6,-2.72,-7.15,-47.6,-7.168553352355957,-54.14752197265625
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,0.0,2.5,-1.61,-3.87,-22.8,-4.157365798950195,-22.904430389404297
29.35541116,34.96028149,7.939209,1969.0,0.2386727660059501,0.0,-2.4,-0.83,-1.05,1.2,-3.7729127407073975,-19.540922164916992
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,4.415451621753164e-05,1.3,1.26,-3.27,-22.2,-5.44821834564209,-33.71644592285156
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,0.0,-1.4,-0.89,-16.63,-130.9,-18.17310905456543,-141.38754272460938
-16.49888889,-68.12305556,3582.75,2000.0,0.6994583270516471,6.722265243297443e-05,2.7,1.7,-15.47,-110.65,-14.896799087524414,-113.66519165039062
48.22,11.59,494.59375,1995.0,-0.2135209154397959,0.0,0.7,-0.22,-4.96,-28.3,-6.242528915405273,-40.437469482421875
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,4.889923002338037e-05,-0.5,-0.58,-2.04,-1.0,-2.9829792976379395,-13.108423233032227
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,0.0,0.8,-0.02,-11.09,-69.2,-8.07174301147461,-55.915283203125
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,0.0,0.5,-0.2,-5.2,-40.9,-8.588310241699219,-60.28619384765625
51.83,6.25,9.5,1993.0,0.9510565162951535,6.891664270369802e-06,-0.8,0.67,-6.74,-49.7,-7.245589256286621,-48.92481994628906
18.47,-70.02,1.0,1996.0,0.2802306751992159,0.0,1.9,0.56,-2.44,-11.35,-1.3532845973968506,0.07863044738769531
-0.37,-78.55,3064.0,2018.0,0.2386727660059501,4.760956289828755e-05,1.8,1.44,-12.43,-90.2,-8.545852661132812,-59.92694091796875
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,0.0,-0.7,-1.38,-19.18,-140.6,-9.509108543395996,-94.99519348144531
