Lat,Lon,Alt,Year,JulianDay_Sin,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,-14.0,-111.2,-12.905478,-103.51692
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,-9.7,-74.1,-12.7144985,-101.76643
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,-14.2,-101.4,-13.738081,-112.82642
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,-13.1,-108.0,-10.291452,-79.55711
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,-17.3,-127.0,-11.011602,-86.15791
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,-30.1,-224.1,-17.488974,-145.52864
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,-27.3,-208.7,-15.396162,-126.34621
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,-29.0,-218.7,-22.85599,-201.25862
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,-26.4,-207.4,-14.210501,-115.47859
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-10.0,-91.8,-15.2131405,-124.668655
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-13.0,-100.8,-12.595137,-100.67238
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-11.0,-87.1,-12.646696,-102.71992
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,-15.0,-107.9,-10.347155,-80.06767
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,-29.9,-225.5,-10.979773,-85.866165
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,-22.3,-165.9,-17.616293,-146.69563
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-29.2,-226.2,-22.922688,-201.87944
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-30.7,-251.3,-14.226416,-115.624466
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,-21.8,-169.2,-14.966459,-122.40761
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,-12.6,-86.7,-14.966459,-122.40761
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,-12.8,-103.1,-14.5367565,-118.46901
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,-12.7,-99.7,-12.674711,-101.40175
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,-12.2,-103.6,-12.849775,-103.00636
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,-10.9,-86.0,-13.814256,-113.53884
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,-15.7,-117.2,-10.2755375,-79.41124
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-16.3,-120.7,-11.043432,-86.44966
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-29.6,-230.5,-15.221098,-124.74159
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-27.6,-215.2,-22.966597,-202.22034
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,-25.9,-211.2,-14.226416,-115.624466
52.3,104.2833333,427.25,2015,0.9510565162951535,0.0,-21.7,-175.3,-14.80731,-120.94887
52.3,104.2833333,427.25,2015,0.9760105506323683,0.0,-15.3,-112.3,-14.77548,-120.65712
52.3,104.2833333,427.25,2015,0.741222010848596,0.0,-10.7,-84.6,-14.552671,-118.61488
52.3,104.2833333,427.25,2015,0.29671281927349075,0.0,-14.3,-107.2,-12.467817,-99.50539
52.3,104.2833333,427.25,2015,-0.2135209154397959,0.00010476876,-9.4,-61.8,-12.42803,-99.1407
52.3,104.2833333,427.25,2015,-0.680773409477016,5.4737215e-05,-12.1,-85.6,-13.826391,-113.6631
52.3,104.2833333,427.25,2015,-0.9587178169872964,0.0,-16.3,-127.3,-10.255644,-79.2289
52.3,104.2833333,427.25,2015,-0.9741004551724206,0.0,-20.7,-158.7,-11.071283,-86.70494
52.3,104.2833333,427.25,2015,-0.7236440382959123,0.0,-21.3,-169.8,-17.417356,-144.87221
52.3,104.2833333,427.25,2015,-0.2884824328806098,0.0,-25.5,-201.8,-15.324545,-125.68977
52.3,104.2833333,427.25,2016,0.2386727660059501,0.0,-33.8,-269.6,-22.984755,-202.34413
52.3,104.2833333,427.25,2016,0.6994583270516471,0.0,-26.1,-209.1,-14.226416,-115.624466
52.3,104.2833333,427.25,2016,0.9562348265919056,0.0,-26.0,-202.9,-14.735693,-120.292435
52.3,104.2833333,427.25,2016,0.9721181966290613,0.0,-12.5,-102.1,-14.703863,-120.00069
52.3,104.2833333,427.25,2016,0.7295575540864875,0.0,-16.4,-124.2,-14.465139,-117.81258
52.3,104.2833333,427.25,2016,0.2802306751992159,0.0,-12.4,-103.6,-14.783438,-120.73006
52.3,104.2833333,427.25,2016,-0.23030567023061196,0.0,-10.9,-82.7,-12.595137,-100.67238
52.3,104.2833333,427.25,2016,-0.6932812268869771,0.0,-12.1,-89.8,-12.47928,-101.02317
52.3,104.2833333,427.25,2016,-0.9634705485641486,6.515779e-05,-14.6,-109.1,-10.398878,-80.54176
52.3,104.2833333,427.25,2016,-0.970063921851507,3.4144956e-05,-27.5,-202.8,-10.939985,-85.50148
52.3,104.2833333,427.25,2016,-0.7116566222817751,0.0,-27.8,-210.5,-17.512846,-145.74745
52.3,104.2833333,427.25,2016,-0.27195815753410524,4.3128384e-06,-26.4,-201.1,-15.061949,-123.28285
