Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.4,-1.28,-14.0,-111.2,-11.897584,-89.641945
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,1.6,-1.51,-9.7,-74.1,-8.370539,-60.85176
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,0.7,-1.35,-14.2,-101.4,-12.495315,-93.74551
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,1.7,0.54,-13.1,-108.0,-11.518382,-87.643654
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,1.2,0.39,-17.3,-127.0,-17.274057,-128.30527
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,1.8,1.36,-30.1,-224.1,-20.34695,-151.68893
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,4.1,2.52,-27.3,-208.7,-22.689564,-169.02856
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,1.8,1.17,-29.0,-218.7,-24.368082,-189.81808
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,0.8,0.42,-26.4,-207.4,-25.871809,-207.33347
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,-0.7,-2.53,-10.0,-91.8,-11.169713,-82.04997
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,-0.1,-1.32,-13.0,-100.8,-10.260035,-74.14545
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,-0.3,-0.98,-11.0,-87.1,-11.547934,-85.312256
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,0.4,-0.59,-15.0,-107.9,-12.724745,-93.417984
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.5,-2.06,-29.9,-225.5,-16.061926,-117.58931
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.4,-0.58,-22.3,-165.9,-23.632504,-177.66458
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,-0.1,0.35,-29.2,-226.2,-26.86258,-212.8501
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,-0.4,-0.45,-30.7,-251.3,-22.520668,-178.32635
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,2.5,-1.61,-21.8,-169.2,-16.611504,-127.422386
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.4,0.69,-12.6,-86.7,-17.149132,-133.69406
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,1.3,0.57,-12.8,-103.1,-11.969921,-87.16482
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,2.0,0.52,-12.7,-99.7,-11.0544405,-82.55003
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,1.3,0.67,-12.2,-103.6,-9.987809,-76.49183
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.3,0.97,-10.9,-86.0,-10.211087,-77.54949
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.5,0.24,-15.7,-117.2,-12.156809,-90.89445
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,-0.1,-1.28,-16.3,-120.7,-17.289516,-127.1154
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,-0.9,1.86,-29.6,-230.5,-19.330303,-143.19028
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,-1.4,1.79,-27.6,-215.2,-25.51407,-197.63293
