Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,-14.0,-111.2,-10.363281,-84.04663
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,-9.7,-74.1,-8.832108,-69.32239
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,-14.2,-101.4,-12.429543,-103.91644
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,-13.1,-108.0,-12.190811,-101.62073
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,-17.3,-127.0,-12.124954,-100.98743
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,-30.1,-224.1,-13.656128,-115.71167
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,-27.3,-208.7,-16.512672,-143.18109
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,-29.0,-218.7,-16.125763,-139.46045
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,-26.4,-207.4,-14.405251,-122.91547
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-10.0,-91.8,-14.446411,-123.31128
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-13.0,-100.8,-8.972054,-70.66815
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-11.0,-87.1,-12.627113,-105.816345
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,-15.0,-107.9,-12.182579,-101.541565
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,-29.9,-225.5,-12.149651,-101.224915
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.0,-22.3,-165.9,-13.409164,-113.33679
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,0.0,-29.2,-226.2,-16.142227,-139.61877
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,0.0,-30.7,-251.3,-14.405251,-122.91547
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,0.0,-21.8,-169.2,-14.734535,-126.08197
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.0,-12.6,-86.7,-14.742767,-126.16113
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,0.0,-12.8,-103.1,-14.512268,-123.94458
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,0.0,-12.7,-99.7,-10.445602,-84.83826
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,0.0,-12.2,-103.6,-8.852688,-69.520294
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.0,-10.9,-86.0,-12.437775,-103.995605
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.0,-15.7,-117.2,-12.2155075,-101.858215
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,0.0,-16.3,-120.7,-12.141418,-101.14575
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,1.1362139e-05,-29.6,-230.5,-16.496208,-143.02277
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,0.0,-27.6,-215.2,-16.142227,-139.61877
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.0,-25.9,-211.2,-14.405251,-122.91547
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,0.0,-21.7,-175.3,-14.718071,-125.923645
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,0.0,-15.3,-112.3,-14.734535,-126.08197
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,0.0,-10.7,-84.6,-14.504036,-123.86542
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,0.0,-14.3,-107.2,-10.564968,-85.986115
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,0.00010476876,-9.4,-61.8,-8.646885,-67.54123
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,5.4737215e-05,-12.1,-85.6,-12.3554535,-103.20398
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,0.0,-16.3,-127.3,-12.22374,-101.93738
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,0.0,-20.7,-158.7,-12.149651,-101.224915
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,0.0,-21.3,-169.8,-13.66436,-115.79083
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,0.0,-25.5,-201.8,-16.520905,-143.26025
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,0.0,-33.8,-269.6,-16.15046,-139.69794
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,0.0,-26.1,-209.1,-14.397018,-122.8363
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,0.0,-26.0,-202.9,-14.709839,-125.84448
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,0.0,-12.5,-102.1,-14.718071,-125.923645
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,0.0,-16.4,-124.2,-14.4711075,-123.54877
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,0.0,-12.4,-103.6,-14.709839,-125.84448
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,0.0,-10.9,-82.7,-8.939125,-70.3515
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,0.0,-12.1,-89.8,-12.627113,-105.816345
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,6.515779e-05,-14.6,-109.1,-12.2155075,-101.858215
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,3.4144956e-05,-27.5,-202.8,-12.182579,-101.541565
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,0.0,-27.8,-210.5,-13.433861,-113.57428
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,4.3128384e-06,-26.4,-201.1,-9.877586,-79.37604
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,0.0,-35.1,-262.7,-9.877586,-79.37604
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,0.0,-17.6,-126.8,-14.709839,-125.84448
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,0.0,-20.9,-152.0,-14.709839,-125.84448
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,0.0,-30.3,-230.6,-16.15046,-139.69794
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,0.0,-25.9,-194.9,-14.397018,-122.8363
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,0.0,-11.9,-88.50962751,-9.869354,-79.296875
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,0.0,-9.88,-66.74413536,-8.877384,-69.75778
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,0.0,-9.69,-71.5587575,-8.914429,-70.11401
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,0.0001690366,-6.1,-40.66799847,-8.836224,-69.36197
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,3.2743297e-05,-7.01,-50.25006643,-8.869152,-69.67862
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,0.00010311205,-7.21,-53.83051048,-6.18754,-43.8914
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,0.00014510812,-5.49,-34.72560691,-5.967331,-41.7738
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,0.0,-4.8,-31.50057387,-5.897358,-41.100918
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,0.0,-4.92,-31.38678091,-7.251541,-54.123165
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,7.0730985e-06,-10.75,-76.42100974,-7.255657,-54.162746
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,0.0,-10.49,-75.39648751,-8.60984,-67.185
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,3.385527e-05,-13.22,-98.71358212,-9.71706,-77.83237
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,0.00014786229,-6.66,-42.77138547,-9.610043,-76.80325
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,3.187112e-05,-15.78,-115.1328526,-8.865036,-69.63904
