Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,-14.0,-111.2,-15.297004,-117.05038
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,-9.7,-74.1,-15.392676,-117.85604
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,-14.2,-101.4,-15.703612,-120.47445
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,-13.1,-108.0,-13.479224,-101.74276
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,-17.3,-127.0,-13.248015,-99.79574
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,-30.1,-224.1,-15.464431,-118.46029
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,-27.3,-208.7,-18.812971,-146.65854
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,-29.0,-218.7,-15.009986,-114.633385
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,-26.4,-207.4,-14.946204,-114.096275
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-10.0,-91.8,-14.890395,-113.626305
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-13.0,-100.8,-17.473555,-135.37924
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-11.0,-87.1,-15.4165945,-118.05746
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,-15.0,-107.9,-13.112479,-98.65438
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,-29.9,-225.5,-13.048697,-98.11727
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.0,-22.3,-165.9,-15.249167,-116.647545
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,0.0,-29.2,-226.2,-14.276496,-108.45663
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,0.0,-30.7,-251.3,-14.986068,-114.43197
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,0.0,-21.8,-169.2,-14.842559,-113.22347
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.0,-12.6,-86.7,-14.850532,-113.29061
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,0.0,-12.8,-103.1,-14.866477,-113.42489
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,0.0,-12.7,-99.7,-14.308387,-108.72518
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,0.0,-12.2,-103.6,-15.894958,-122.08578
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.0,-10.9,-86.0,-15.217277,-116.37899
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.0,-15.7,-117.2,-12.897216,-96.84164
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,0.0,-16.3,-120.7,-12.745734,-95.566
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,1.1362139e-05,-29.6,-230.5,-18.621626,-145.04721
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,0.0,-27.6,-215.2,-11.286727,-83.279625
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.0,-25.9,-211.2,-14.890395,-113.626305
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,0.0,-21.7,-175.3,-14.707023,-112.082115
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,0.0,-15.3,-112.3,-14.730941,-112.28353
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,0.0,-10.7,-84.6,-14.714995,-112.149254
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,0.0,-14.3,-107.2,-12.626143,-94.55892
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,0.00010476876,-9.4,-61.8,-16.612501,-128.12827
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,5.4737215e-05,-12.1,-85.6,-14.212714,-107.91952
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,0.0,-16.3,-127.3,-12.331153,-92.07479
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,0.0,-20.7,-158.7,-12.219535,-91.13485
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,0.0,-21.3,-169.8,-13.61476,-102.88412
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,0.0,-25.5,-201.8,-18.478117,-143.83871
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,0.0,-33.8,-269.6,-9.94731,-72.00033
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,0.0,-26.1,-209.1,-14.770804,-112.619225
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,0.0,-26.0,-202.9,-14.619323,-111.34359
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,0.0,-12.5,-102.1,-14.635268,-111.47787
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,0.0,-16.4,-124.2,-14.619323,-111.34359
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,0.0,-12.4,-103.6,-10.888091,-79.92269
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,0.0,-10.9,-82.7,-17.656927,-136.92343
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,0.0,-12.1,-89.8,-13.734351,-103.8912
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,6.515779e-05,-14.6,-109.1,-12.02819,-89.52352
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,3.4144956e-05,-27.5,-202.8,-11.996299,-89.25497
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,0.0,-27.8,-210.5,-13.487197,-101.8099
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,4.3128384e-06,-26.4,-201.1,-18.238935,-141.82455
