Lat,Lon,Alt,Date,H2,O18,Label
-67.57,-68.13,5,2011-05-15T00:00:00.0000000+02:00,-126.6336222,-16.2769796,antData
-67.57,-68.13,5,2011-07-15T00:00:00.0000000+02:00,-105.8368321,-13.02409089,antData
-67.57,-68.13,5,2011-08-15T00:00:00.0000000+02:00,-98.95951702,-13.00430426,antData
-67.57,-68.13,5,2011-09-15T00:00:00.0000000+02:00,-123.0243535,-15.59015716,antData
-67.57,-68.13,5,2011-11-15T00:00:00.0000000+01:00,-135.6954795,-17.37964044,antData
-67.57,-68.13,5,2012-01-15T00:00:00.0000000+01:00,-125.76,-15.19,antData
-67.57,-68.13,5,2012-03-15T00:00:00.0000000+01:00,-100.64,-12.86,antData
-67.57,-68.13,5,2012-04-15T00:00:00.0000000+02:00,-128.58,-15.64,antData
-67.57,-68.13,5,2012-05-15T00:00:00.0000000+02:00,-118.29,-15.25,antData
-67.57,-68.13,5,2012-06-15T00:00:00.0000000+02:00,-131.58,-17.1,antData
-67.57,-68.13,5,2012-07-15T00:00:00.0000000+02:00,-124.2,-15.33,antData
-67.57,-68.13,5,2012-08-15T00:00:00.0000000+02:00,-94.64,-12.47,antData
-67.57,-68.13,5,2012-09-15T00:00:00.0000000+02:00,-100.35,-12.62,antData
-67.57,-68.13,5,2012-10-15T00:00:00.0000000+02:00,-120.06,-15.11,antData
-67.57,-68.13,5,2012-11-15T00:00:00.0000000+01:00,-108.28,-13.06,antData
-67.57,-68.13,5,2013-01-15T00:00:00.0000000+01:00,-75.7,-7.41,antData
-67.57,-68.13,5,2013-02-15T00:00:00.0000000+01:00,-125.48,-15.32,antData
-67.57,-68.13,5,2013-03-15T00:00:00.0000000+01:00,-91.68,-11.36,antData
-67.57,-68.13,5,2013-04-15T00:00:00.0000000+02:00,-86.46,-11.23,antData
-67.57,-68.13,5,2013-05-15T00:00:00.0000000+02:00,-103.37,-13.26,antData
-67.57,-68.13,5,2013-06-15T00:00:00.0000000+02:00,-95.39,-12.85,antData
-67.57,-68.13,5,2013-07-15T00:00:00.0000000+02:00,-117.75,-15.18,antData
-67.57,-68.13,5,2013-08-15T00:00:00.0000000+02:00,-99.64,-13.3,antData
-67.57,-68.13,5,2013-09-15T00:00:00.0000000+02:00,-108.87,-14.11,antData
-67.57,-68.13,5,2013-10-15T00:00:00.0000000+02:00,-116.26,-14.54,antData
-67.57,-68.13,5,2013-11-15T00:00:00.0000000+01:00,-122.65,-14.99,antData
-67.57,-68.13,5,2013-12-15T00:00:00.0000000+01:00,-96,-10.23,antData
-67.57,-68.13,5,2014-02-15T00:00:00.0000000+01:00,-88.1,-11.39,antData
-67.57,-68.13,5,2014-03-15T00:00:00.0000000+01:00,-112.9,-14.25,antData
-67.57,-68.13,5,2014-04-15T00:00:00.0000000+02:00,-103.1,-13.1,antData
-67.57,-68.13,5,2014-05-15T00:00:00.0000000+02:00,-171.8,-22.29,antData
-67.57,-68.13,5,2014-06-15T00:00:00.0000000+02:00,-129.6,-16.8,antData
-67.57,-68.13,5,2014-07-15T00:00:00.0000000+02:00,-104.6,-13.92,antData
-67.57,-68.13,5,2014-08-15T00:00:00.0000000+02:00,-153.7,-19.54,antData
-67.57,-68.13,5,2014-09-15T00:00:00.0000000+02:00,-112.1,-14.4,antData
-67.57,-68.13,5,2015-01-15T00:00:00.0000000+01:00,-154.1,-19.46,antData
-67.57,-68.13,5,2015-02-15T00:00:00.0000000+01:00,-96.3,-12.15,antData
-67.57,-68.13,5,2015-03-15T00:00:00.0000000+01:00,-107.8,-13.94,antData
-67.57,-68.13,5,2015-04-15T00:00:00.0000000+02:00,-102.1,-13.01,antData
-67.57,-68.13,5,2015-05-15T00:00:00.0000000+02:00,-113.7,-15.11,antData
-67.57,-68.13,5,2015-06-15T00:00:00.0000000+02:00,-131.3,-17.59,antData
-67.57,-68.13,5,2015-07-15T00:00:00.0000000+02:00,-126.4,-16.32,antData
-67.57,-68.13,5,2015-08-15T00:00:00.0000000+02:00,-112.6,-14.83,antData
-67.57,-68.13,5,2015-09-15T00:00:00.0000000+02:00,-126.3,-16.35,antData
-67.57,-68.13,5,2015-10-15T00:00:00.0000000+02:00,-113.4,-14.19,antData
-67.57,-68.13,5,2015-11-15T00:00:00.0000000+01:00,-146.6,-18.37,antData
-67.57,-68.13,5,2016-04-15T00:00:00.0000000+02:00,-129.3,-16.35,antData
-67.57,-68.13,5,2016-05-15T00:00:00.0000000+02:00,-135.9,-17.26,antData
-67.57,-68.13,5,2016-06-15T00:00:00.0000000+02:00,-167.9,-21.41,antData
-67.57,-68.13,5,2016-07-15T00:00:00.0000000+02:00,-123.6,-15.81,antData
-67.57,-68.13,5,2016-08-15T00:00:00.0000000+02:00,-124.5,-15.88,antData
-67.57,-68.13,5,2016-09-15T00:00:00.0000000+02:00,-113.8,-14.58,antData
-67.57,-68.13,5,2016-11-15T00:00:00.0000000+01:00,-129.3,-16.52,antData
-67.57,-68.13,5,2020-01-15T00:00:00.0000000+01:00,-125,-15.77,antData
-67.57,-68.13,5,2020-07-15T00:00:00.0000000+02:00,-135.3,-17.53,antData
-67.57,-68.13,5,2000-01-01T00:00:00.0000000+01:00,-110.9,-13.73,antData
-67.57,-68.13,5,2007-04-15T00:00:00.0000000+02:00,-166.77,-20.4,antData
-67.57,-68.13,5,2012-12-15T00:00:00.0000000+01:00,-141.31,-18.02,antData
-67.57,-68.13,5,2017-03-15T00:00:00.0000000+01:00,-97.3,-12.24,antData
-67.57,-68.13,5,2017-05-15T00:00:00.0000000+02:00,-103,-13.49,antData
-67.57,-68.13,5,2017-06-15T00:00:00.0000000+02:00,-107.1,-13.89,antData
-67.57,-68.13,5,2017-07-15T00:00:00.0000000+02:00,-99,-13.02,antData
-67.57,-68.13,5,2017-08-15T00:00:00.0000000+02:00,-122.2,-15.62,antData
-67.57,-68.13,5,2017-09-15T00:00:00.0000000+02:00,-106.3,-14,antData
-67.57,-68.13,5,2017-10-15T00:00:00.0000000+02:00,-135.7,-17.2,antData
-67.57,-68.13,5,2018-03-15T00:00:00.0000000+01:00,-100.9,-12.91,antData
-67.57,-68.13,5,2018-04-15T00:00:00.0000000+02:00,-77.3,-9.75,antData
-67.57,-68.13,5,2018-05-15T00:00:00.0000000+02:00,-107.2,-13.92,antData
-67.57,-68.13,5,2018-06-15T00:00:00.0000000+02:00,-126.3,-16.12,antData
-67.57,-68.13,5,2018-07-15T00:00:00.0000000+02:00,-122.4,-15.72,antData
-67.57,-68.13,5,2018-08-15T00:00:00.0000000+02:00,-140.1,-18.06,antData
-67.57,-68.13,5,2018-09-15T00:00:00.0000000+02:00,-118.3,-15.18,antData
-67.57,-68.13,5,2018-10-15T00:00:00.0000000+02:00,-100.6,-12.74,antData
-67.57,-68.13,5,2019-05-15T00:00:00.0000000+02:00,-95,-12.13,antData
-67.57,-68.13,5,2019-06-15T00:00:00.0000000+02:00,-129,-16.24,antData
-67.57,-68.13,5,2019-07-15T00:00:00.0000000+02:00,-112.1,-14.2,antData
-67.57,-68.13,5,2019-08-15T00:00:00.0000000+02:00,-111.9,-13.66,antData
-67.57,-68.13,5,2019-09-15T00:00:00.0000000+02:00,-153.1,-19.39,antData
-67.57,-68.13,5,2019-10-15T00:00:00.0000000+02:00,-116.6,-14.75,antData
-67.57,-68.13,5,2019-11-15T00:00:00.0000000+01:00,-137.2,-17.45,antData
-67.57,-68.13,5,2020-02-15T00:00:00.0000000+01:00,-109,-14.03,antData
-67.57,-68.13,5,2020-03-15T00:00:00.0000000+01:00,-94.5,-12.01,antData
-67.57,-68.13,5,2020-04-15T00:00:00.0000000+02:00,-143.9,-18.48,antData
-67.57,-68.13,5,2020-05-15T00:00:00.0000000+02:00,-88.1,-10.79,antData
-67.57,-68.13,5,2020-06-15T00:00:00.0000000+02:00,-132.6,-16.95,antData
-67.57,-68.13,5,2020-08-15T00:00:00.0000000+02:00,-127.8,-16.53,antData
-67.57,-68.13,5,2020-09-15T00:00:00.0000000+02:00,-106.6,-13.47,antData
-67.57,-68.13,5,2020-10-15T00:00:00.0000000+02:00,-124.9,-15.72,antData
-67.57,-68.13,5,2020-11-15T00:00:00.0000000+01:00,-108.4,-13.26,antData
-67.57,-68.13,5,2020-12-15T00:00:00.0000000+01:00,-108.3,-14.06,antData
-67.57,-68.13,5,2021-01-15T00:00:00.0000000+01:00,-111.1,-13.8,antData
-67.57,-68.13,5,2021-02-15T00:00:00.0000000+01:00,-152.2,-19.49,antData
-67.57,-68.13,5,2021-03-15T00:00:00.0000000+01:00,-185.4,-23.61,antData
-67.57,-68.13,5,2021-04-15T00:00:00.0000000+02:00,-109.4,-13.62,antData
-67.57,-68.13,5,2021-05-15T00:00:00.0000000+02:00,-123.1,-15.81,antData
-67.57,-68.13,5,2021-06-15T00:00:00.0000000+02:00,-125.3,-15.75,antData
-67.57,-68.13,5,2021-07-15T00:00:00.0000000+02:00,-129.7,-16.63,antData
-67.57,-68.13,5,2021-08-15T00:00:00.0000000+02:00,-139.7,-17.79,antData
-67.57,-68.13,5,2021-09-15T00:00:00.0000000+02:00,-112.1,-14.28,antData
-67.57,-68.13,5,2021-10-15T00:00:00.0000000+02:00,-145.1,-18.39,antData
-67.57,-68.13,5,2021-11-15T00:00:00.0000000+01:00,-91.7,-11.27,antData
-67.57,-68.13,5,2021-12-15T00:00:00.0000000+01:00,-100.9,-12.39,antData
49.67,-93.72,420,1997-02-15T00:00:00.0000000+01:00,-191,-24.16,lakeWoods
49.67,-93.72,420,1997-05-15T00:00:00.0000000+02:00,-106.6,-13.34,lakeWoods
49.67,-93.72,420,1997-06-15T00:00:00.0000000+02:00,-81.1,-10.15,lakeWoods
49.67,-93.72,420,1997-07-15T00:00:00.0000000+02:00,-62.4,-8.36,lakeWoods
49.67,-93.72,420,1997-10-15T00:00:00.0000000+02:00,-72.4,-9.89,lakeWoods
49.67,-93.72,420,1997-11-15T00:00:00.0000000+01:00,-147.1,-19.26,lakeWoods
49.67,-93.72,420,1998-01-15T00:00:00.0000000+01:00,-214.7,-27.28,lakeWoods
49.67,-93.72,420,1998-02-15T00:00:00.0000000+01:00,-106.8,-14.14,lakeWoods
49.67,-93.72,420,1998-04-15T00:00:00.0000000+02:00,-22.8,-4.42,lakeWoods
49.67,-93.72,420,1998-05-15T00:00:00.0000000+02:00,-39.2,-5.9,lakeWoods
49.67,-93.72,420,1998-06-15T00:00:00.0000000+02:00,-103.2,-13.89,lakeWoods
49.67,-93.72,420,1998-08-15T00:00:00.0000000+02:00,-55.4,-7.15,lakeWoods
49.67,-93.72,420,1998-09-15T00:00:00.0000000+02:00,-77.7,-10.67,lakeWoods
49.67,-93.72,420,1998-10-15T00:00:00.0000000+02:00,-68.2,-9.46,lakeWoods
49.67,-93.72,420,1998-11-15T00:00:00.0000000+01:00,-157,-20.19,lakeWoods
49.67,-93.72,420,1998-12-15T00:00:00.0000000+01:00,-181.7,-23.8,lakeWoods
49.67,-93.72,420,1999-01-15T00:00:00.0000000+01:00,-184.6,-25.43,lakeWoods
49.67,-93.72,420,1999-02-15T00:00:00.0000000+01:00,-124.8,-16.78,lakeWoods
49.67,-93.72,420,1999-03-15T00:00:00.0000000+01:00,-104.2,-14.77,lakeWoods
49.67,-93.72,420,1999-04-15T00:00:00.0000000+02:00,-80.9,-11.53,lakeWoods
49.67,-93.72,420,1999-06-15T00:00:00.0000000+02:00,-54.5,-8.05,lakeWoods
49.67,-93.72,420,1999-07-15T00:00:00.0000000+02:00,-49.3,-7.56,lakeWoods
49.67,-93.72,420,1999-08-15T00:00:00.0000000+02:00,-89.3,-12.76,lakeWoods
49.67,-93.72,420,1999-09-15T00:00:00.0000000+02:00,-88,-12.4,lakeWoods
49.67,-93.72,420,1999-10-15T00:00:00.0000000+02:00,-119.5,-16.32,lakeWoods
49.67,-93.72,420,1999-11-15T00:00:00.0000000+01:00,-159.5,-21.52,lakeWoods
49.67,-93.72,420,1999-12-15T00:00:00.0000000+01:00,-83.8,-12.42,lakeWoods
49.67,-93.72,420,2000-01-15T00:00:00.0000000+01:00,-175.2,-23.55,lakeWoods
49.67,-93.72,420,2000-03-15T00:00:00.0000000+01:00,-82.2,-11.76,lakeWoods
49.67,-93.72,420,2000-04-15T00:00:00.0000000+02:00,-109,-13.89,lakeWoods
49.67,-93.72,420,2000-05-15T00:00:00.0000000+02:00,-80.4,-10.69,lakeWoods
49.67,-93.72,420,2000-06-15T00:00:00.0000000+02:00,-74.8,-10.4,lakeWoods
49.67,-93.72,420,2000-07-15T00:00:00.0000000+02:00,-68.6,-9.56,lakeWoods
49.67,-93.72,420,2000-08-15T00:00:00.0000000+02:00,-60.3,-9.07,lakeWoods
49.67,-93.72,420,2000-09-15T00:00:00.0000000+02:00,-117,-15.56,lakeWoods
49.67,-93.72,420,2000-10-15T00:00:00.0000000+02:00,-70.9,-10.52,lakeWoods
49.67,-93.72,420,2000-11-15T00:00:00.0000000+01:00,-96.7,-14.04,lakeWoods
49.67,-93.72,420,2000-12-15T00:00:00.0000000+01:00,-209.6,-28.29,lakeWoods
49.67,-93.72,420,2001-01-15T00:00:00.0000000+01:00,-176.5,-23.52,lakeWoods
49.67,-93.72,420,2001-02-15T00:00:00.0000000+01:00,-145.4,-19.84,lakeWoods
49.67,-93.72,420,2001-03-15T00:00:00.0000000+01:00,-143.6,-19.34,lakeWoods
49.67,-93.72,420,2001-04-15T00:00:00.0000000+02:00,-175.6,-23.75,lakeWoods
49.67,-93.72,420,2001-05-15T00:00:00.0000000+02:00,-103.2,-14.01,lakeWoods
49.67,-93.72,420,2001-06-15T00:00:00.0000000+02:00,-55.8,-8.14,lakeWoods
49.67,-93.72,420,2001-07-15T00:00:00.0000000+02:00,-38.7,-5.78,lakeWoods
49.67,-93.72,420,2001-08-15T00:00:00.0000000+02:00,-60.7,-8.75,lakeWoods
49.67,-93.72,420,2001-09-15T00:00:00.0000000+02:00,-60,-8.54,lakeWoods
49.67,-93.72,420,2001-10-15T00:00:00.0000000+02:00,-115.7,-15.64,lakeWoods
49.67,-93.72,420,2001-11-15T00:00:00.0000000+01:00,-153.4,-20.62,lakeWoods
49.67,-93.72,420,2001-12-15T00:00:00.0000000+01:00,-106.6,-14.63,lakeWoods
49.67,-93.72,420,2002-01-15T00:00:00.0000000+01:00,-190.3,-24.94,lakeWoods
49.67,-93.72,420,2002-02-15T00:00:00.0000000+01:00,-180.4,-24.03,lakeWoods
49.67,-93.72,420,2002-03-15T00:00:00.0000000+01:00,-175.1,-23.21,lakeWoods
49.67,-93.72,420,2002-04-15T00:00:00.0000000+02:00,-77.5,-11.61,lakeWoods
49.67,-93.72,420,2002-05-15T00:00:00.0000000+02:00,-93,-12.73,lakeWoods
49.67,-93.72,420,2002-06-15T00:00:00.0000000+02:00,-59.2,-8.49,lakeWoods
49.67,-93.72,420,2002-07-15T00:00:00.0000000+02:00,-64.4,-8.32,lakeWoods
49.67,-93.72,420,2002-08-15T00:00:00.0000000+02:00,-74.7,-10.36,lakeWoods
49.67,-93.72,420,2002-09-15T00:00:00.0000000+02:00,-52.2,-8.2,lakeWoods
49.67,-93.72,420,2002-10-15T00:00:00.0000000+02:00,-126.5,-17.84,lakeWoods
49.67,-93.72,420,2002-11-15T00:00:00.0000000+01:00,-161.8,-21.79,lakeWoods
49.67,-93.72,420,2002-12-15T00:00:00.0000000+01:00,-133.2,-18.29,lakeWoods
49.67,-93.72,420,2003-01-15T00:00:00.0000000+01:00,-177.7,-23.61,lakeWoods
49.67,-93.72,420,2003-02-15T00:00:00.0000000+01:00,-203.1,-26.96,lakeWoods
49.67,-93.72,420,2003-03-15T00:00:00.0000000+01:00,-198.2,-25.98,lakeWoods
49.67,-93.72,420,2003-04-15T00:00:00.0000000+02:00,-87.3,-12.27,lakeWoods
49.67,-93.72,420,2003-05-15T00:00:00.0000000+02:00,-69.3,-9.53,lakeWoods
49.67,-93.72,420,2003-06-15T00:00:00.0000000+02:00,-69.7,-9.3,lakeWoods
49.67,-93.72,420,2003-07-15T00:00:00.0000000+02:00,-84.1,-11.05,lakeWoods
49.67,-93.72,420,2003-08-15T00:00:00.0000000+02:00,-57.5,-8.21,lakeWoods
49.67,-93.72,420,2003-09-15T00:00:00.0000000+02:00,-83.5,-12.25,lakeWoods
49.67,-93.72,420,2003-10-15T00:00:00.0000000+02:00,-129.4,-17.62,lakeWoods
49.67,-93.72,420,2003-11-15T00:00:00.0000000+01:00,-154.3,-21.39,lakeWoods
49.67,-93.72,420,2003-12-15T00:00:00.0000000+01:00,-158.5,-21.07,lakeWoods
49.67,-93.72,420,2004-01-15T00:00:00.0000000+01:00,-169.2,-22.64,lakeWoods
49.67,-93.72,420,2004-02-15T00:00:00.0000000+01:00,-184.8,-23.31,lakeWoods
49.67,-93.72,420,2004-03-15T00:00:00.0000000+01:00,-129.8,-17.64,lakeWoods
49.67,-93.72,420,2004-04-15T00:00:00.0000000+02:00,-69.1,-8.95,lakeWoods
49.67,-93.72,420,2004-05-15T00:00:00.0000000+02:00,-76.4,-10.85,lakeWoods
49.67,-93.72,420,2004-06-15T00:00:00.0000000+02:00,-69.8,-9.78,lakeWoods
49.67,-93.72,420,2004-07-15T00:00:00.0000000+02:00,-97,-13.05,lakeWoods
49.67,-93.72,420,2004-08-15T00:00:00.0000000+02:00,-68.1,-9.32,lakeWoods
49.67,-93.72,420,2004-09-15T00:00:00.0000000+02:00,-78.5,-10.96,lakeWoods
49.67,-93.72,420,2004-10-15T00:00:00.0000000+02:00,-75.2,-10.85,lakeWoods
49.67,-93.72,420,2004-11-15T00:00:00.0000000+01:00,-85.1,-11.9,lakeWoods
49.67,-93.72,420,2004-12-15T00:00:00.0000000+01:00,-132.4,-17.22,lakeWoods
49.67,-93.72,420,2005-01-15T00:00:00.0000000+01:00,-153.6,-19.89,lakeWoods
49.67,-93.72,420,2005-02-15T00:00:00.0000000+01:00,-175,-23.46,lakeWoods
49.67,-93.72,420,2005-03-15T00:00:00.0000000+01:00,-181,-23.43,lakeWoods
49.67,-93.72,420,2005-04-15T00:00:00.0000000+02:00,-155.2,-20.21,lakeWoods
49.67,-93.72,420,2005-05-15T00:00:00.0000000+02:00,-76.9,-10.22,lakeWoods
49.67,-93.72,420,2005-06-15T00:00:00.0000000+02:00,-79,-11.33,lakeWoods
49.67,-93.72,420,2005-07-15T00:00:00.0000000+02:00,-43.6,-7.07,lakeWoods
49.67,-93.72,420,2005-08-15T00:00:00.0000000+02:00,-60.9,-7.78,lakeWoods
49.67,-93.72,420,2005-09-15T00:00:00.0000000+02:00,-65.6,-9.37,lakeWoods
49.67,-93.72,420,2005-10-15T00:00:00.0000000+02:00,-79.7,-11.79,lakeWoods
49.67,-93.72,420,2005-11-15T00:00:00.0000000+01:00,-110.5,-14.86,lakeWoods
49.67,-93.72,420,2005-12-15T00:00:00.0000000+01:00,-139.8,-18.97,lakeWoods
49.67,-93.72,420,2006-01-15T00:00:00.0000000+01:00,-195.4,-25.5,lakeWoods
49.67,-93.72,420,2006-02-15T00:00:00.0000000+01:00,-173.8,-22.98,lakeWoods
49.67,-93.72,420,2006-03-15T00:00:00.0000000+01:00,-177.5,-23.31,lakeWoods
49.67,-93.72,420,2006-04-15T00:00:00.0000000+02:00,-112.1,-15.67,lakeWoods
49.67,-93.72,420,2006-05-15T00:00:00.0000000+02:00,-92.7,-11.94,lakeWoods
49.67,-93.72,420,2006-06-15T00:00:00.0000000+02:00,-77.5,-11.12,lakeWoods
49.67,-93.72,420,2006-07-15T00:00:00.0000000+02:00,-59.2,-8.43,lakeWoods
49.67,-93.72,420,2006-08-15T00:00:00.0000000+02:00,-57,-7.37,lakeWoods
49.67,-93.72,420,2006-09-15T00:00:00.0000000+02:00,-52.8,-7.99,lakeWoods
49.67,-93.72,420,2006-10-15T00:00:00.0000000+02:00,-74.8,-10.97,lakeWoods
49.67,-93.72,420,2006-11-15T00:00:00.0000000+01:00,-150.7,-20.6,lakeWoods
49.67,-93.72,420,2006-12-15T00:00:00.0000000+01:00,-121.5,-17.18,lakeWoods
49.67,-93.72,420,2007-01-15T00:00:00.0000000+01:00,-160,-21.58,lakeWoods
49.67,-93.72,420,2007-02-15T00:00:00.0000000+01:00,-116.7,-16.67,lakeWoods
49.67,-93.72,420,2007-03-15T00:00:00.0000000+01:00,-113.3,-15.56,lakeWoods
49.67,-93.72,420,2007-05-15T00:00:00.0000000+02:00,-59.9,-9.3,lakeWoods
49.67,-93.72,420,2007-06-15T00:00:00.0000000+02:00,-53.5,-8.14,lakeWoods
49.67,-93.72,420,2007-07-15T00:00:00.0000000+02:00,-123.6,-16.57,lakeWoods
49.67,-93.72,420,2007-08-15T00:00:00.0000000+02:00,-78.1,-10.73,lakeWoods
49.67,-93.72,420,2007-09-15T00:00:00.0000000+02:00,-68.8,-9.73,lakeWoods
49.67,-93.72,420,2007-10-15T00:00:00.0000000+02:00,-85.2,-12.4,lakeWoods
49.67,-93.72,420,2007-11-15T00:00:00.0000000+01:00,-164.7,-22.53,lakeWoods
49.67,-93.72,420,2007-12-15T00:00:00.0000000+01:00,-186.5,-24.88,lakeWoods
49.67,-93.72,420,2008-01-15T00:00:00.0000000+01:00,-171.3,-22.87,lakeWoods
49.67,-93.72,420,2008-02-15T00:00:00.0000000+01:00,-186.6,-23.97,lakeWoods
49.67,-93.72,420,2008-03-15T00:00:00.0000000+01:00,-142,-18.97,lakeWoods
49.67,-93.72,420,2008-04-15T00:00:00.0000000+02:00,-91,-12.9,lakeWoods
49.67,-93.72,420,2008-05-15T00:00:00.0000000+02:00,-82.2,-11.8,lakeWoods
49.67,-93.72,420,2008-06-15T00:00:00.0000000+02:00,-96.5,-13.24,lakeWoods
49.67,-93.72,420,2008-07-15T00:00:00.0000000+02:00,-77,-10.85,lakeWoods
49.67,-93.72,420,2008-08-15T00:00:00.0000000+02:00,-59.7,-9.24,lakeWoods
49.67,-93.72,420,2008-09-15T00:00:00.0000000+02:00,-94.8,-14.16,lakeWoods
49.67,-93.72,420,2008-10-15T00:00:00.0000000+02:00,-69.6,-10.26,lakeWoods
49.67,-93.72,420,2008-11-15T00:00:00.0000000+01:00,-109.4,-15.41,lakeWoods
49.67,-93.72,420,2008-12-15T00:00:00.0000000+01:00,-225.8,-30.82,lakeWoods
49.67,-93.72,420,2009-01-15T00:00:00.0000000+01:00,-180.2,-24.55,lakeWoods
49.67,-93.72,420,2009-02-15T00:00:00.0000000+01:00,-128.5,-17.4,lakeWoods
49.67,-93.72,420,2009-03-15T00:00:00.0000000+01:00,-119.6,-15.75,lakeWoods
49.67,-93.72,420,2009-04-15T00:00:00.0000000+02:00,-80.4,-11.58,lakeWoods
49.67,-93.72,420,2009-05-15T00:00:00.0000000+02:00,-82.3,-11.61,lakeWoods
49.67,-93.72,420,2009-06-15T00:00:00.0000000+02:00,-102.6,-13.52,lakeWoods
49.67,-93.72,420,2009-07-15T00:00:00.0000000+02:00,-106.2,-14.45,lakeWoods
49.67,-93.72,420,2009-08-15T00:00:00.0000000+02:00,-59.6,-8.73,lakeWoods
49.67,-93.72,420,2009-09-15T00:00:00.0000000+02:00,-60.8,-8.87,lakeWoods
49.67,-93.72,420,2009-10-15T00:00:00.0000000+02:00,-149.7,-20.78,lakeWoods
49.67,-93.72,420,2009-11-15T00:00:00.0000000+01:00,-73.4,-11.27,lakeWoods
49.67,-93.72,420,2009-12-15T00:00:00.0000000+01:00,-171.5,-22.83,lakeWoods
49.67,-93.72,420,2010-01-15T00:00:00.0000000+01:00,-121.2,-16.16,lakeWoods
49.67,-93.72,420,2010-02-15T00:00:00.0000000+01:00,-199.8,-26.99,lakeWoods
49.67,-93.72,420,2010-03-15T00:00:00.0000000+01:00,-78.6,-11.52,lakeWoods
49.67,-93.72,420,2010-04-15T00:00:00.0000000+02:00,-42.8,-7.5,lakeWoods
49.67,-93.72,420,2010-05-15T00:00:00.0000000+02:00,-68.6,-9.77,lakeWoods
49.67,-93.72,420,2010-06-15T00:00:00.0000000+02:00,-96.5,-13.29,lakeWoods
49.67,-93.72,420,2010-07-15T00:00:00.0000000+02:00,-62.7,-9.18,lakeWoods
49.67,-93.72,420,2010-08-15T00:00:00.0000000+02:00,-75.3,-10.67,lakeWoods
49.67,-93.72,420,2010-09-15T00:00:00.0000000+02:00,-95.2,-13.28,lakeWoods
49.67,-93.72,420,2010-10-15T00:00:00.0000000+02:00,-105.9,-14.65,lakeWoods
49.67,-93.72,420,2010-11-15T00:00:00.0000000+01:00,-138.9,-18.78,lakeWoods
49.67,-93.72,420,2007-04-15T00:00:00.0000000+02:00,-64.5,-9.89,lakeWoods
29.7,91.13333333,3649,1986-06-15T00:00:00.0000000+02:00,-151.3,-19.26,tibetPlat
29.7,91.13333333,3649,1986-07-15T00:00:00.0000000+02:00,-118.7,-15.28,tibetPlat
29.7,91.13333333,3649,1986-08-15T00:00:00.0000000+02:00,-142,-18.79,tibetPlat
29.7,91.13333333,3649,1986-09-15T00:00:00.0000000+02:00,-111.9,-15.55,tibetPlat
29.7,91.13333333,3649,1986-10-15T00:00:00.0000000+02:00,-184.8,-25.48,tibetPlat
29.7,91.13333333,3649,1987-01-15T00:00:00.0000000+01:00,-30,-4.5,tibetPlat
29.7,91.13333333,3649,1987-03-15T00:00:00.0000000+01:00,-90.9,-13.11,tibetPlat
29.7,91.13333333,3649,1987-04-15T00:00:00.0000000+02:00,-84.1,-12.63,tibetPlat
29.7,91.13333333,3649,1987-05-15T00:00:00.0000000+02:00,-144.5,-20.93,tibetPlat
29.7,91.13333333,3649,1987-06-15T00:00:00.0000000+02:00,-63.2,-8.85,tibetPlat
29.7,91.13333333,3649,1987-07-15T00:00:00.0000000+02:00,-62.3,-9.06,tibetPlat
29.7,91.13333333,3649,1988-04-15T00:00:00.0000000+02:00,-19.3,-5.43,tibetPlat
29.7,91.13333333,3649,1988-05-15T00:00:00.0000000+02:00,35.7,0.94,tibetPlat
29.7,91.13333333,3649,1988-06-15T00:00:00.0000000+02:00,-80.4,-10.75,tibetPlat
29.7,91.13333333,3649,1988-07-15T00:00:00.0000000+02:00,-48.1,-7.09,tibetPlat
29.7,91.13333333,3649,1988-09-15T00:00:00.0000000+02:00,-92.8,-12.76,tibetPlat
29.7,91.13333333,3649,1988-11-15T00:00:00.0000000+01:00,-61.2,-11.05,tibetPlat
29.7,91.13333333,3649,1989-04-15T00:00:00.0000000+02:00,-40.4,-7.07,tibetPlat
29.7,91.13333333,3649,1989-05-15T00:00:00.0000000+02:00,-2.8,-2.48,tibetPlat
29.7,91.13333333,3649,1989-06-15T00:00:00.0000000+02:00,-55,-6.4,tibetPlat
29.7,91.13333333,3649,1989-07-15T00:00:00.0000000+02:00,-115.7,-15.34,tibetPlat
29.7,91.13333333,3649,1989-08-15T00:00:00.0000000+02:00,-182.1,-24.28,tibetPlat
29.7,91.13333333,3649,1989-09-15T00:00:00.0000000+02:00,-160.9,-21.03,tibetPlat
29.7,91.13333333,3649,1990-05-15T00:00:00.0000000+02:00,-59.8,-8.82,tibetPlat
29.7,91.13333333,3649,1990-06-15T00:00:00.0000000+02:00,-7.7,-3.33,tibetPlat
29.7,91.13333333,3649,1990-07-15T00:00:00.0000000+02:00,-147.4,-19.59,tibetPlat
29.7,91.13333333,3649,1990-08-15T00:00:00.0000000+02:00,-188.2,-25.17,tibetPlat
29.7,91.13333333,3649,1990-09-15T00:00:00.0000000+02:00,-154.8,-21.08,tibetPlat
29.7,91.13333333,3649,1991-05-15T00:00:00.0000000+02:00,-4.6,-2.27,tibetPlat
29.7,91.13333333,3649,1991-06-15T00:00:00.0000000+02:00,-69.5,-9.5,tibetPlat
29.7,91.13333333,3649,1991-07-15T00:00:00.0000000+02:00,-97.2,-13.66,tibetPlat
