Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
11.12,124.62,231.36719,1998.0,0.29671281927349075,7.127512799343094e-05,1.6,-2.72,-7.15,-47.6,-5.653447151184082,-36.162376403808594
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,0.0,2.5,-1.61,-3.87,-22.8,-4.082808017730713,-22.53582763671875
29.35541116,34.96028149,7.939209,1969.0,0.2386727660059501,0.0,-2.4,-0.83,-1.05,1.2,-2.971775531768799,-14.824298858642578
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,4.415451621753164e-05,1.3,1.26,-3.27,-22.2,-5.726128578186035,-36.792945861816406
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,0.0,-1.4,-0.89,-16.63,-130.9,-16.569446563720703,-130.8673858642578
-16.49888889,-68.12305556,3582.75,2000.0,0.6994583270516471,6.722265243297443e-05,2.7,1.7,-15.47,-110.65,-14.835116386413574,-115.82069396972656
48.22,11.59,494.59375,1995.0,-0.2135209154397959,0.0,0.7,-0.22,-4.96,-28.3,-6.1183576583862305,-40.19584655761719
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,4.889923002338037e-05,-0.5,-0.58,-2.04,-1.0,-3.1915016174316406,-15.891729354858398
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,0.0,0.8,-0.02,-11.09,-69.2,-8.830126762390137,-63.72261047363281
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,0.0,0.5,-0.2,-5.2,-40.9,-7.12791633605957,-49.16261291503906
51.83,6.25,9.5,1993.0,0.9510565162951535,6.891664270369802e-06,-0.8,0.67,-6.74,-49.7,-6.217354774475098,-41.054725646972656
18.47,-70.02,1.0,1996.0,0.2802306751992159,0.0,1.9,0.56,-2.44,-11.35,-0.4761202335357666,1.815298080444336
-0.37,-78.55,3064.0,2018.0,0.2386727660059501,4.760956289828755e-05,1.8,1.44,-12.43,-90.2,-9.52185344696045,-69.72389221191406
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,0.0,-0.7,-1.38,-19.18,-140.6,-14.153414726257324,-109.90638732910156
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,1.950140540429857e-05,-0.1,-1.32,-5.75,-37.8,-5.71297550201416,-39.49101257324219
22.31666667,114.1666667,34.056641,2004.0,-0.6932812268869771,0.0001875762100098,-0.5,-0.48,-7.26,-48.5,-6.17600154876709,-40.695953369140625
