Lat,Lon,Alt,Year,JulianDay_Sin,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,-14.0,-111.2,-17.392044,-131.94612
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,-9.7,-74.1,-16.637222,-125.70491
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,-14.2,-101.4,-14.854752,-110.96663
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,-13.1,-108.0,-14.591019,-108.785965
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,-17.3,-127.0,-14.591019,-108.785965
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,-30.1,-224.1,-14.836563,-110.81624
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,-27.3,-208.7,-16.500809,-124.57698
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,-29.0,-218.7,-16.919144,-128.03596
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,-26.4,-207.4,-17.51027,-132.92366
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-10.0,-91.8,-17.264725,-130.89339
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-13.0,-100.8,-16.60994,-125.479324
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-11.0,-87.1,-14.845657,-110.89143
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,-15.0,-107.9,-14.581924,-108.71077
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,-29.9,-225.5,-14.581924,-108.71077
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,-22.3,-165.9,-14.836563,-110.81624
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-29.2,-226.2,-16.919144,-128.03596
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-30.7,-251.3,-17.501175,-132.84846
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,-21.8,-169.2,-17.51027,-132.92366
