Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.4,-1.28,-14.0,-111.2,-12.432173,-92.85979
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,1.6,-1.51,-9.7,-74.1,-11.512896,-85.78897
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,0.7,-1.35,-14.2,-101.4,-11.891254,-88.583176
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,1.7,0.54,-13.1,-108.0,-12.837761,-96.2369
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,1.2,0.39,-17.3,-127.0,-16.421335,-126.37359
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,1.8,1.36,-30.1,-224.1,-19.06275,-149.03166
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,4.1,2.52,-27.3,-208.7,-22.143862,-176.36372
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,1.8,1.17,-29.0,-218.7,-21.145735,-166.65988
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,0.8,0.42,-26.4,-207.4,-23.054035,-181.82628
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,-0.7,-2.53,-10.0,-91.8,-12.401812,-92.6739
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,-0.1,-1.32,-13.0,-100.8,-11.896111,-88.44641
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,-0.3,-0.98,-11.0,-87.1,-11.486847,-85.20974
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,0.4,-0.59,-15.0,-107.9,-12.803539,-95.65265
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.5,-2.06,-29.9,-225.5,-15.341341,-116.818825
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.4,-0.58,-22.3,-165.9,-21.375807,-167.20763
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,-0.1,0.35,-29.2,-226.2,-22.253555,-175.06967
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,-0.4,-0.45,-30.7,-251.3,-20.136673,-156.92328
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,2.5,-1.61,-21.8,-169.2,-18.251646,-142.51767
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.4,0.69,-12.6,-86.7,-15.78878,-120.934105
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,1.3,0.57,-12.8,-103.1,-13.085083,-98.28014
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,2.0,0.52,-12.7,-99.7,-13.270937,-100.17034
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,1.3,0.67,-12.2,-103.6,-12.80665,-96.16654
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.3,0.97,-10.9,-86.0,-12.339806,-91.99842
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.5,0.24,-15.7,-117.2,-12.910688,-96.59912
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,-0.1,-1.28,-16.3,-120.7,-16.177095,-123.726616
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,-0.9,1.86,-29.6,-230.5,-18.676395,-145.27032
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,-1.4,1.79,-27.6,-215.2,-22.304358,-175.68161
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,0.4,1.32,-25.9,-211.2,-23.189657,-183.22325
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,-1.2,1.45,-21.7,-175.3,-19.79187,-154.44298
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,-0.1,0.73,-15.3,-112.3,-15.43224,-117.84889
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,-1.2,0.15,-10.7,-84.6,-13.0561695,-97.75473
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,289.6717,-0.9,-0.07,-14.3,-107.2,-12.51403,-93.34557
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,292.13568,-1.9,-3.18,-9.4,-61.8,-11.965509,-89.060524
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,286.79733,-2.4,-0.76,-12.1,-85.6,-12.230558,-90.759384
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,279.96805,-2.7,-0.65,-16.3,-127.3,-13.082088,-97.86952
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,278.67822,-2.8,0.44,-20.7,-158.7,-13.085716,-98.08904
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,271.8202,-0.8,1.74,-21.3,-169.8,-16.720499,-127.710724
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,261.45505,-0.9,2.24,-25.5,-201.8,-20.00925,-156.85678
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,237.81444,-3.6,0.12,-33.8,-269.6,-25.50165,-202.17506
