Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.0,0.4,-1.28,-14.0,-111.2,-12.355255,-90.76749
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-10.115297,-73.07763
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,4.754567e-05,0.7,-1.35,-14.2,-101.4,-11.028467,-80.45921
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,0.0,1.7,0.54,-13.1,-108.0,-12.15186,-89.62169
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,0.0,1.2,0.39,-17.3,-127.0,-16.117662,-121.89214
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,0.0,1.8,1.36,-30.1,-224.1,-19.32017,-147.10748
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,0.0,4.1,2.52,-27.3,-208.7,-22.121,-170.93103
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,5.3495005e-06,1.8,1.17,-29.0,-218.7,-22.26404,-170.83092
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,1.175598e-05,0.8,0.42,-26.4,-207.4,-23.245687,-178.21967
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-12.740371,-93.720146
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,0.0,-0.1,-1.32,-13.0,-100.8,-10.617613,-76.50627
