Lat,Lon,Alt,Year,JulianDay_Sin,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,0.4,-1.28,-14.0,-111.2,-11.412283,-83.2384
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,1.6,-1.51,-9.7,-74.1,-7.829031,-53.658325
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,0.7,-1.35,-14.2,-101.4,-10.189154,-73.14136
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,1.7,0.54,-13.1,-108.0,-11.403669,-83.1673
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,1.2,0.39,-17.3,-127.0,-15.426214,-116.37378
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,1.8,1.36,-30.1,-224.1,-19.59519,-150.78906
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,4.1,2.52,-27.3,-208.7,-23.945051,-186.69757
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,1.8,1.17,-29.0,-218.7,-21.464338,-166.21906
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,0.8,0.42,-26.4,-207.4,-23.479918,-182.85785
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-0.7,-2.53,-10.0,-91.8,-13.315886,-98.95282
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-0.1,-1.32,-13.0,-100.8,-11.084967,-80.53638
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-0.3,-0.98,-11.0,-87.1,-10.115938,-72.53696
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,0.4,-0.59,-15.0,-107.9,-11.808508,-86.50928
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,0.5,-2.06,-29.9,-225.5,-14.625151,-109.760925
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,0.4,-0.58,-22.3,-165.9,-23.324873,-181.57794
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-0.1,0.35,-29.2,-226.2,-23.945051,-186.69757
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-0.4,-0.45,-30.7,-251.3,-21.929472,-170.05878
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,2.5,-1.61,-21.8,-169.2,-19.173124,-147.30487
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,0.4,0.69,-12.6,-86.7,-15.39176,-116.089355
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,1.3,0.57,-12.8,-103.1,-9.909212,-70.830414
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,2.0,0.52,-12.7,-99.7,-9.73694,-69.408295
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,1.3,0.67,-12.2,-103.6,-9.95228,-71.18594
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,0.3,0.97,-10.9,-86.0,-9.461306,-67.132904
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,0.5,0.24,-15.7,-117.2,-11.713758,-85.72711
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,-0.1,-1.28,-16.3,-120.7,-17.243681,-131.37714
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,-0.9,1.86,-29.6,-230.5,-19.577963,-150.64685
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,-1.4,1.79,-27.6,-215.2,-24.169004,-188.54633
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,0.4,1.32,-25.9,-211.2,-22.463514,-174.46735
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,-1.2,1.45,-21.7,-175.3,-19.2851,-148.22925
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,-0.1,0.73,-15.3,-112.3,-14.211699,-106.34784
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,-1.2,0.15,-10.7,-84.6,-11.52426,-84.16278
52.3,104.2833333,427.25,2015,0.29671281927349075,289.6717,-0.9,-0.07,-14.3,-107.2,-10.438948,-75.20343
52.3,104.2833333,427.25,2015,-0.2135209154397959,292.13568,-1.9,-3.18,-9.4,-61.8,-12.377005,-91.20227
52.3,104.2833333,427.25,2015,-0.680773409477016,286.79733,-2.4,-0.76,-12.1,-85.6,-12.10137,-88.92688
52.3,104.2833333,427.25,2015,-0.9587178169872964,279.96805,-2.7,-0.65,-16.3,-127.3,-13.221136,-98.170654
52.3,104.2833333,427.25,2015,-0.9741004551724206,278.67822,-2.8,0.44,-20.7,-158.7,-13.694883,-102.08148
52.3,104.2833333,427.25,2015,-0.7236440382959123,271.8202,-0.8,1.74,-21.3,-169.8,-17.536543,-133.79474
52.3,104.2833333,427.25,2015,-0.2884824328806098,261.45505,-0.9,2.24,-25.5,-201.8,-20.792479,-160.67279
52.3,104.2833333,427.25,2016,0.2386727660059501,237.81444,-3.6,0.12,-33.8,-269.6,-35.263306,-280.1308
