Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,0.4,-1.28,-14.0,-111.2,-11.274866,-79.12291
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-10.14529,-74.761444
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,0.7,-1.35,-14.2,-101.4,-10.1472435,-72.52053
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,1.7,0.54,-13.1,-108.0,-15.528478,-112.255844
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,1.2,0.39,-17.3,-127.0,-15.106092,-108.81159
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,1.8,1.36,-30.1,-224.1,-15.0837965,-108.7132
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,4.1,2.52,-27.3,-208.7,-15.729785,-116.71034
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,1.8,1.17,-29.0,-218.7,-19.861927,-149.46361
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,0.8,0.42,-26.4,-207.4,-21.647127,-159.89703
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-11.224719,-82.990776
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-0.1,-1.32,-13.0,-100.8,-9.337585,-71.30922
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-11.12161,-78.76405
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-14.996774,-107.50735
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,0.5,-2.06,-29.9,-225.5,-11.7001,-83.78828
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,0.4,-0.58,-22.3,-165.9,-13.697434,-97.59021
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-0.1,0.35,-29.2,-226.2,-22.099236,-162.3578
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-0.4,-0.45,-30.7,-251.3,-13.7967,-99.20997
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,2.5,-1.61,-21.8,-169.2,-16.623709,-120.31225
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,0.4,0.69,-12.6,-86.7,-20.581978,-152.2642
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,1.3,0.57,-12.8,-103.1,-22.222744,-164.59352
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,2.0,0.52,-12.7,-99.7,-23.246395,-171.92
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,1.3,0.67,-12.2,-103.6,-10.852516,-76.71618
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,0.3,0.97,-10.9,-86.0,-14.975648,-107.92845
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,0.5,0.24,-15.7,-117.2,-14.840929,-106.33349
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-0.1,-1.28,-16.3,-120.7,-12.965206,-92.13559
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-12.575709,-89.282295
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-1.4,1.79,-27.6,-215.2,-18.540586,-134.31866
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,0.4,1.32,-25.9,-211.2,-17.247591,-125.54194
52.3,104.2833333,427.25,2015,0.9510565162951535,0.0,-1.2,1.45,-21.7,-175.3,-16.099022,-117.134254
52.3,104.2833333,427.25,2015,0.9760105506323683,0.0,-0.1,0.73,-15.3,-112.3,-20.266788,-149.90144
52.3,104.2833333,427.25,2015,0.741222010848596,0.0,-1.2,0.15,-10.7,-84.6,-15.962051,-115.28858
52.3,104.2833333,427.25,2015,0.29671281927349075,0.0,-0.9,-0.07,-14.3,-107.2,-12.842191,-91.5325
52.3,104.2833333,427.25,2015,-0.2135209154397959,0.00010476876,-1.9,-3.18,-9.4,-61.8,-10.585507,-81.29151
52.3,104.2833333,427.25,2015,-0.680773409477016,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-13.245403,-94.019066
52.3,104.2833333,427.25,2015,-0.9587178169872964,0.0,-2.7,-0.65,-16.3,-127.3,-12.935415,-92.09011
52.3,104.2833333,427.25,2015,-0.9741004551724206,0.0,-2.8,0.44,-20.7,-158.7,-13.922889,-99.03679
52.3,104.2833333,427.25,2015,-0.7236440382959123,0.0,-0.8,1.74,-21.3,-169.8,-10.945955,-78.084785
52.3,104.2833333,427.25,2015,-0.2884824328806098,0.0,-0.9,2.24,-25.5,-201.8,-11.052826,-78.69051
52.3,104.2833333,427.25,2016,0.2386727660059501,0.0,-3.6,0.12,-33.8,-269.6,-13.520014,-98.38578
52.3,104.2833333,427.25,2016,0.6994583270516471,0.0,-3.2,1.58,-26.1,-209.1,-28.930897,-220.44649
52.3,104.2833333,427.25,2016,0.9562348265919056,0.0,-0.1,0.73,-26.0,-202.9,-20.520283,-151.86998
52.3,104.2833333,427.25,2016,0.9721181966290613,0.0,-2.0,0.38,-12.5,-102.1,-18.534487,-136.4927
52.3,104.2833333,427.25,2016,0.7295575540864875,0.0,0.7,-0.77,-16.4,-124.2,-16.16233,-116.36231
52.3,104.2833333,427.25,2016,0.2802306751992159,0.0,1.1,-0.43,-12.4,-103.6,-19.864859,-143.76639
52.3,104.2833333,427.25,2016,-0.23030567023061196,0.0,0.7,-1.76,-10.9,-82.7,-9.8283615,-75.395706
52.3,104.2833333,427.25,2016,-0.6932812268869771,0.0,1.2,-1.65,-12.1,-89.8,-10.146773,-73.32018
52.3,104.2833333,427.25,2016,-0.9634705485641486,6.515779e-05,2.0,0.61,-14.6,-109.1,-16.19917,-116.98784
52.3,104.2833333,427.25,2016,-0.970063921851507,3.4144956e-05,-0.4,0.41,-27.5,-202.8,-14.87081,-106.10485
52.3,104.2833333,427.25,2016,-0.7116566222817751,0.0,-0.2,-0.16,-27.8,-210.5,-14.638542,-104.80819
52.3,104.2833333,427.25,2016,-0.27195815753410524,4.3128384e-06,0.5,0.48,-26.4,-201.1,-15.908928,-114.929726
52.3,104.2833333,427.25,2012,-0.27195815753410524,0.0,-1.0,0.17,-35.1,-262.7,-16.117592,-116.24113
52.3,104.2833333,427.25,2017,0.9510565162951535,0.0,1.5,0.74,-17.6,-126.8,-22.22793,-165.00809
52.3,104.2833333,427.25,2017,0.9760105506323683,0.0,-0.3,1.73,-20.9,-152.0,-13.492872,-99.052025
52.3,104.2833333,427.25,2017,0.2386727660059501,0.0,0.3,0.48,-30.3,-230.6,-23.04494,-170.0074
52.3,104.2833333,427.25,2017,0.6994583270516471,0.0,-0.1,1.0,-25.9,-194.9,-19.572306,-143.54216
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0.0,-2.2,-0.29,-11.9,-88.50962751,-13.33085,-96.942085
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0.0,2.0,-0.14,-9.88,-66.74413536,-10.268473,-71.665565
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0.0,0.7,1.02,-9.69,-71.5587575,-8.96934,-61.58664
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0.0001690366,-1.5,1.15,-6.1,-40.66799847,-8.032003,-55.054882
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,3.2743297e-05,1.7,0.19,-7.01,-50.25006643,-9.720586,-67.33895
