Lat,Lon,Alt,Year,JulianDay_Sin,Temp,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,-14.0,-111.2,-10.395843,-76.95649
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,-9.7,-74.1,-10.458327,-77.49317
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,-14.2,-101.4,-10.291701,-76.06202
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,-13.1,-108.0,-11.333114,-85.00672
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,-17.3,-127.0,-14.991942,-116.43244
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,-30.1,-224.1,-18.032867,-142.55096
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,-27.3,-208.7,-24.697906,-199.79706
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,-29.0,-218.7,-19.213135,-152.6883
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,-26.4,-207.4,-23.087189,-185.96259
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-10.0,-91.8,-10.375014,-76.777596
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-13.0,-100.8,-11.367827,-85.30488
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-11.0,-87.1,-9.527999,-69.50257
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,-15.0,-107.9,-11.978789,-90.55244
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,-29.9,-225.5,-14.3809805,-111.18488
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,-22.3,-165.9,-19.115936,-151.85345
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-29.2,-226.2,-21.073792,-168.6695
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-30.7,-251.3,-20.823853,-166.52277
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,-21.8,-169.2,-16.77623,-131.75769
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,-12.6,-86.7,-16.081955,-125.79456
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,-12.8,-103.1,-9.659911,-70.63557
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,-12.7,-99.7,-9.826537,-72.06672
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,-12.2,-103.6,-11.333114,-85.00672
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,-10.9,-86.0,-9.868194,-72.42451
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,-15.7,-117.2,-11.985732,-90.61207
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,-16.3,-120.7,-15.040542,-116.84986
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,-29.6,-230.5,-19.060394,-151.3764
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,-27.6,-215.2,-21.420929,-171.65106
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,-25.9,-211.2,-22.490112,-180.83429
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,-21.7,-175.3,-20.240662,-161.51373
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,-15.3,-112.3,-15.484878,-120.66627
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,-10.7,-84.6,-11.076232,-82.80036
52.3,104.2833333,427.25,2015,0.29671281927349075,289.6717,-14.3,-107.2,-9.798766,-71.82819
52.3,104.2833333,427.25,2015,-0.2135209154397959,292.13568,-9.4,-61.8,-10.749923,-79.99769
52.3,104.2833333,427.25,2015,-0.680773409477016,286.79733,-12.1,-85.6,-10.59024,-78.62617
52.3,104.2833333,427.25,2015,-0.9587178169872964,279.96805,-16.3,-127.3,-12.534209,-95.322945
