Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.0,0.4,-1.28,-14.0,-111.2,-14.238731,-102.50319
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-10.952087,-76.43776
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,4.754567e-05,0.7,-1.35,-14.2,-101.4,-12.125889,-85.74684
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,0.0,1.7,0.54,-13.1,-108.0,-12.543877,-89.06178
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,0.0,1.2,0.39,-17.3,-127.0,-20.07911,-148.82155
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,0.0,1.8,1.36,-30.1,-224.1,-20.743309,-154.08913
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,0.0,4.1,2.52,-27.3,-208.7,-22.667198,-169.34694
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,5.3495005e-06,1.8,1.17,-29.0,-218.7,-22.254936,-166.07741
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,1.175598e-05,0.8,0.42,-26.4,-207.4,-23.892532,-179.06471
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-14.754059,-106.5901
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,0.0,-0.1,-1.32,-13.0,-100.8,-13.0019455,-92.694595
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-12.240406,-86.655045
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-15.086159,-109.22389
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.0,0.5,-2.06,-29.9,-225.5,-21.739609,-161.9905
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.0,0.4,-0.58,-22.3,-165.9,-23.778015,-178.15651
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,0.0,-0.1,0.35,-29.2,-226.2,-24.052856,-180.3362
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,0.0,-0.4,-0.45,-30.7,-251.3,-22.701553,-169.6194
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,0.0,2.5,-1.61,-21.8,-169.2,-21.373154,-159.08424
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.0,0.4,0.69,-12.6,-86.7,-19.334747,-142.91823
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,0.0,1.3,0.57,-12.8,-103.1,-12.274761,-86.927505
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,0.0,2.0,0.52,-12.7,-99.7,-11.959839,-84.42995
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,0.0,1.3,0.67,-12.2,-103.6,-12.183147,-86.20094
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.0,0.3,0.97,-10.9,-86.0,-12.40073,-87.92653
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.0,0.5,0.24,-15.7,-117.2,-15.051804,-108.95143
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,0.0,-0.1,-1.28,-16.3,-120.7,-21.098312,-156.90456
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-22.163322,-165.35085
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,0.0,-1.4,1.79,-27.6,-215.2,-24.247536,-181.88014
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,0.0,0.4,1.32,-25.9,-211.2,-23.67495,-177.33913
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,0.0,-1.2,1.45,-21.7,-175.3,-22.690102,-169.52858
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,0.0,-0.1,0.73,-15.3,-112.3,-18.95684,-139.92116
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,0.0,-1.2,0.15,-10.7,-84.6,-14.112762,-101.504166
