Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.0,0.4,-1.28,-14.0,-111.2,-12.0302515,-90.70622
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-10.585267,-78.4247
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,4.754567e-05,0.7,-1.35,-14.2,-101.4,-10.801034,-80.25859
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,0.0,1.7,0.54,-13.1,-108.0,-11.297952,-84.4821
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,0.0,1.2,0.39,-17.3,-127.0,-16.038284,-124.77217
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,0.0,1.8,1.36,-30.1,-224.1,-16.777122,-131.05186
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,0.0,4.1,2.52,-27.3,-208.7,-21.550148,-171.6198
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,5.3495005e-06,1.8,1.17,-29.0,-218.7,-18.934792,-149.3908
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,1.175598e-05,0.8,0.42,-26.4,-207.4,-18.712486,-147.50133
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-11.382951,-85.204544
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,0.0,-0.1,-1.32,-13.0,-100.8,-10.8598795,-80.75874
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-9.728738,-71.1447
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.429093,-94.096146
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.0,0.5,-2.06,-29.9,-225.5,-15.508676,-120.2708
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.0,0.4,-0.58,-22.3,-165.9,-19.392479,-153.28087
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,0.0,-0.1,0.35,-29.2,-226.2,-20.059395,-158.94926
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,0.0,-0.4,-0.45,-30.7,-251.3,-18.032494,-141.72179
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,0.0,2.5,-1.61,-21.8,-169.2,-15.371369,-119.103775
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.0,0.4,0.69,-12.6,-86.7,-14.364457,-110.54561
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,0.0,1.3,0.57,-12.8,-103.1,-9.408357,-68.421646
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,288.98105,0.0,2.0,0.52,-12.7,-99.7,-10.3695,-76.590805
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,288.6188,0.0,1.3,0.67,-12.2,-103.6,-10.637574,-78.86928
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,291.16858,0.0,0.3,0.97,-10.9,-86.0,-9.581624,-69.89432
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,282.2556,0.0,0.5,0.24,-15.7,-117.2,-12.265634,-92.70683
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,270.29587,0.0,-0.1,-1.28,-16.3,-120.7,-16.489433,-128.60667
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,266.30817,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-18.228645,-143.38896
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,254.0976,0.0,-1.4,1.79,-27.6,-215.2,-18.882484,-148.94621
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,255.59766,0.0,0.4,1.32,-25.9,-211.2,-17.470192,-136.94255
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,264.8988,0.0,-1.2,1.45,-21.7,-175.3,-15.868287,-123.327286
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,274.89346,0.0,-0.1,0.73,-15.3,-112.3,-13.841386,-106.09981
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,284.80615,0.0,-1.2,0.15,-10.7,-84.6,-10.245271,-75.53493
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,289.6717,0.0,-0.9,-0.07,-14.3,-107.2,-9.846429,-72.145004
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,292.13568,0.00010476876,-1.9,-3.18,-9.4,-61.8,-9.807199,-71.81157
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,286.79733,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-11.258721,-84.14867
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,279.96805,0.0,-2.7,-0.65,-16.3,-127.3,-13.867539,-106.3221
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,278.67822,0.0,-2.8,0.44,-20.7,-158.7,-14.207536,-109.21187
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,271.8202,0.0,-0.8,1.74,-21.3,-169.8,-15.430215,-119.60393
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,261.45505,0.0,-0.9,2.24,-25.5,-201.8,-19.052483,-150.3911
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,237.81444,0.0,-3.6,0.12,-33.8,-269.6,-18.555565,-146.16759
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,256.34158,0.0,-3.2,1.58,-26.1,-209.1,-17.182503,-134.49736
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,273.4593,0.0,-0.1,0.73,-26.0,-202.9,-14.14869,-108.711716
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,276.23322,0.0,-2.0,0.38,-12.5,-102.1,-13.861001,-106.266525
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,285.2303,0.0,0.7,-0.77,-16.4,-124.2,-10.716035,-79.53615
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,295.30023,0.0,1.1,-0.43,-12.4,-103.6,-9.826814,-71.97829
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,295.5241,0.0,0.7,-1.76,-10.9,-82.7,-10.264886,-75.701645
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,291.53262,0.0,1.2,-1.65,-12.1,-89.8,-10.487191,-77.59111
