Lat,Lon,Alt,Year,JulianDay_Sin,Temp,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,-14.0,-111.2,-11.556353,-83.073326
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,-9.7,-74.1,-11.273668,-80.79565
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,-14.2,-101.4,-10.665178,-75.892845
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,-13.1,-108.0,-12.720629,-92.45428
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,-17.3,-127.0,-18.599504,-139.8223
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,-30.1,-224.1,-17.24837,-128.93576
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,-27.3,-208.7,-25.31685,-193.94614
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,-29.0,-218.7,-25.182695,-192.8652
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,-26.4,-207.4,-27.271685,-209.69687
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,-10.0,-91.8,-11.139513,-79.714714
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,-13.0,-100.8,-11.288042,-80.91146
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,-11.0,-87.1,-10.224382,-72.34121
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,-15.0,-107.9,-13.578264,-99.364525
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,-29.9,-225.5,-17.59334,-131.7153
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,-22.3,-165.9,-19.375689,-146.07626
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,-29.2,-226.2,-26.754229,-205.52756
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,-30.7,-251.3,-24.85689,-190.24008
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,-21.8,-169.2,-19.059465,-143.52835
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,-12.6,-86.7,-17.775408,-133.18228
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,-12.8,-103.1,-10.200426,-72.148186
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,-12.7,-99.7,-10.655596,-75.815636
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,-12.2,-103.6,-11.101183,-79.405876
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,-10.9,-86.0,-10.200426,-72.148186
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,-15.7,-117.2,-13.549517,-99.1329
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,-16.3,-120.7,-18.551592,-139.43625
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,-29.6,-230.5,-18.915728,-142.37021
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,-27.6,-215.2,-27.080034,-208.15268
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,-25.9,-211.2,-26.313433,-201.97592
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,-21.7,-175.3,-21.809649,-165.68747
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,-15.3,-112.3,-16.558428,-123.37667
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,-10.7,-84.6,-10.516649,-74.6961
52.3,104.2833333,427.25,2015,0.29671281927349075,289.6717,-14.3,-107.2,-10.267504,-72.68865
52.3,104.2833333,427.25,2015,-0.2135209154397959,292.13568,-9.4,-61.8,-10.554979,-75.00494
52.3,104.2833333,427.25,2015,-0.680773409477016,286.79733,-12.1,-85.6,-10.085436,-71.22167
52.3,104.2833333,427.25,2015,-0.9587178169872964,279.96805,-16.3,-127.3,-14.277788,-105.00082
52.3,104.2833333,427.25,2015,-0.9741004551724206,278.67822,-20.7,-158.7,-15.485186,-114.72921
52.3,104.2833333,427.25,2015,-0.7236440382959123,271.8202,-21.3,-169.8,-14.565264,-107.3171
52.3,104.2833333,427.25,2015,-0.2884824328806098,261.45505,-25.5,-201.8,-19.960222,-150.78604
52.3,104.2833333,427.25,2016,0.2386727660059501,237.81444,-33.8,-269.6,-29.782305,-229.92575
52.3,104.2833333,427.25,2016,0.6994583270516471,256.34158,-26.1,-209.1,-25.930132,-198.88754
52.3,104.2833333,427.25,2016,0.9562348265919056,273.4593,-26.0,-202.9,-17.765825,-133.10507
52.3,104.2833333,427.25,2016,0.9721181966290613,276.23322,-12.5,-102.1,-15.255205,-112.87618
52.3,104.2833333,427.25,2016,0.7295575540864875,285.2303,-16.4,-124.2,-10.224382,-72.34121
52.3,104.2833333,427.25,2016,0.2802306751992159,295.30023,-12.4,-103.6,-9.43836,-66.93819
52.3,104.2833333,427.25,2016,-0.23030567023061196,295.5241,-10.9,-82.7,-10.233965,-72.41842
52.3,104.2833333,427.25,2016,-0.6932812268869771,291.53262,-12.1,-89.8,-9.635057,-67.59283
52.3,104.2833333,427.25,2016,-0.9634705485641486,281.7547,-14.6,-109.1,-13.817827,-101.29476
52.3,104.2833333,427.25,2016,-0.970063921851507,278.09888,-27.5,-202.8,-15.475603,-114.652
