Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,283.98486,0.4,-1.28,-14.0,-111.2,-12.214224,-92.23395
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,296.2911,1.6,-1.51,-9.7,-74.1,-10.855578,-84.03558
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,289.3462,0.7,-1.35,-14.2,-101.4,-12.359132,-93.404465
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,285.0388,1.7,0.54,-13.1,-108.0,-12.291261,-88.569954
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,270.80997,1.2,0.39,-17.3,-127.0,-19.287052,-145.42696
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,267.4311,1.8,1.36,-30.1,-224.1,-18.805141,-142.59683
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,245.5639,4.1,2.52,-27.3,-208.7,-26.234028,-202.93954
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,261.34137,1.8,1.17,-29.0,-218.7,-26.079872,-203.34378
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,252.67146,0.8,0.42,-26.4,-207.4,-26.132664,-202.4593
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,285.04517,-0.7,-2.53,-10.0,-91.8,-12.056774,-90.6651
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,288.55252,-0.1,-1.32,-13.0,-100.8,-11.696696,-90.145096
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,293.38803,-0.3,-0.98,-11.0,-87.1,-11.775716,-88.81614
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,282.70758,0.4,-0.59,-15.0,-107.9,-13.067581,-94.73157
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,273.24136,0.5,-2.06,-29.9,-225.5,-17.81334,-134.0498
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,259.9701,0.4,-0.58,-22.3,-165.9,-23.855,-186.3508
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,255.33873,-0.1,0.35,-29.2,-226.2,-27.318123,-214.02817
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,262.44476,-0.4,-0.45,-30.7,-251.3,-24.198875,-187.96703
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,272.0206,2.5,-1.61,-21.8,-169.2,-21.799007,-167.157
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,273.59277,0.4,0.69,-12.6,-86.7,-18.089619,-136.865
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,290.72104,1.3,0.57,-12.8,-103.1,-10.499982,-77.68611
