Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,-14.0,-111.2,-15.715129,-116.60324
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,-9.7,-74.1,-15.699573,-116.476654
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,-14.2,-101.4,-14.672854,-108.12192
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,-13.1,-108.0,-13.661693,-99.89377
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,-17.3,-127.0,-13.653914,-99.830475
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,-30.1,-224.1,-13.692805,-100.14694
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,-27.3,-208.7,-15.691794,-116.41336
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,-29.0,-218.7,-15.691794,-116.41336
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,-26.4,-207.4,-15.769576,-117.046295
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-10.0,-91.8,-15.707351,-116.53995
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-13.0,-100.8,-15.676238,-116.28677
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-11.0,-87.1,-14.105048,-103.501495
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,-15.0,-107.9,-13.646136,-99.76718
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,-29.9,-225.5,-13.638358,-99.70389
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.0,-22.3,-165.9,-13.747252,-100.59
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,0.0,-29.2,-226.2,-15.676238,-116.28677
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,0.0,-30.7,-251.3,-15.75402,-116.91971
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,0.0,-21.8,-169.2,-15.808467,-117.36276
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.0,-12.6,-86.7,-15.824023,-117.48935
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,0.0,-12.8,-103.1,-15.761798,-116.983
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,0.0,-12.7,-99.7,-15.676238,-116.28677
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,0.0,-12.2,-103.6,-15.660682,-116.16019
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.0,-10.9,-86.0,-14.385062,-105.78006
