Lat,Lon,Alt,Year,JulianDay_Sin,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.0,-14.0,-111.2,-15.8512945,-127.698006
52.3,104.2833333,427.25,2011,-0.2135209154397959,2.2211607e-05,-9.7,-74.1,-10.893686,-82.10609
52.3,104.2833333,427.25,2011,-0.680773409477016,4.754567e-05,-14.2,-101.4,-16.808586,-129.35484
52.3,104.2833333,427.25,2011,-0.9587178169872964,0.0,-13.1,-108.0,-14.381208,-109.56623
52.3,104.2833333,427.25,2011,-0.9741004551724206,0.0,-17.3,-127.0,-14.494419,-110.55055
52.3,104.2833333,427.25,2011,-0.7236440382959123,0.0,-30.1,-224.1,-15.614055,-119.26031
52.3,104.2833333,427.25,2011,-0.2884824328806098,0.0,-27.3,-208.7,-16.915415,-131.01402
52.3,104.2833333,427.25,2012,0.2386727660059501,5.3495005e-06,-29.0,-218.7,-24.084814,-192.17622
52.3,104.2833333,427.25,2012,0.6994583270516471,1.175598e-05,-26.4,-207.4,-20.019623,-158.96698
52.3,104.2833333,427.25,2012,0.2802306751992159,2.3862134e-05,-10.0,-91.8,-20.510221,-163.97983
52.3,104.2833333,427.25,2012,-0.23030567023061196,0.0,-13.0,-100.8,-11.73969,-88.89211
52.3,104.2833333,427.25,2012,-0.6932812268869771,2.9586212e-05,-11.0,-87.1,-16.502983,-126.712685
52.3,104.2833333,427.25,2012,-0.9634705485641486,1.6699816e-05,-15.0,-107.9,-14.36123,-109.402565
52.3,104.2833333,427.25,2012,-0.970063921851507,0.0,-29.9,-225.5,-14.415,-109.91226
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.0,-22.3,-165.9,-15.987273,-122.404045
52.3,104.2833333,427.25,2013,0.2386727660059501,0.0,-29.2,-226.2,-24.166527,-192.67778
52.3,104.2833333,427.25,2013,0.6994583270516471,0.0,-30.7,-251.3,-20.103996,-159.78998
52.3,104.2833333,427.25,2013,0.9510565162951535,0.0,-21.8,-169.2,-20.419338,-162.35847
52.3,104.2833333,427.25,2013,0.9760105506323683,0.0,-12.6,-86.7,-20.40974,-162.29646
52.3,104.2833333,427.25,2013,0.741222010848596,0.0,-12.8,-103.1,-20.19052,-160.4175
52.3,104.2833333,427.25,2013,0.29671281927349075,0.0,-12.7,-99.7,-16.10782,-129.75859
52.3,104.2833333,427.25,2013,-0.2135209154397959,0.0,-12.2,-103.6,-11.20281,-84.64231
52.3,104.2833333,427.25,2013,-0.680773409477016,0.0,-10.9,-86.0,-16.9191,-130.20386
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.0,-15.7,-117.2,-14.3160095,-108.99866
52.3,104.2833333,427.25,2013,-0.9741004551724206,0.0,-16.3,-120.7,-14.419966,-109.94284
52.3,104.2833333,427.25,2014,-0.2884824328806098,1.1362139e-05,-29.6,-230.5,-15.955187,-123.24806
52.3,104.2833333,427.25,2015,0.2386727660059501,0.0,-27.6,-215.2,-24.132458,-192.47122
52.3,104.2833333,427.25,2015,0.6994583270516471,0.0,-25.9,-211.2,-20.19075,-160.39984
52.3,104.2833333,427.25,2015,0.9510565162951535,0.0,-21.7,-175.3,-20.633776,-164.14467
52.3,104.2833333,427.25,2015,0.9760105506323683,0.0,-15.3,-112.3,-20.62943,-164.13017
52.3,104.2833333,427.25,2015,0.741222010848596,0.0,-10.7,-84.6,-20.32246,-161.57974
52.3,104.2833333,427.25,2015,0.29671281927349075,0.0,-14.3,-107.2,-16.343391,-131.59465
52.3,104.2833333,427.25,2015,-0.2135209154397959,0.00010476876,-9.4,-61.8,-10.951306,-82.3724
52.3,104.2833333,427.25,2015,-0.680773409477016,5.4737215e-05,-12.1,-85.6,-16.725168,-128.52107
52.3,104.2833333,427.25,2015,-0.9587178169872964,0.0,-16.3,-127.3,-14.296855,-108.81958
52.3,104.2833333,427.25,2015,-0.9741004551724206,0.0,-20.7,-158.7,-14.39437,-109.69753
52.3,104.2833333,427.25,2015,-0.7236440382959123,0.0,-21.3,-169.8,-15.592675,-119.019585
52.3,104.2833333,427.25,2015,-0.2884824328806098,0.0,-25.5,-201.8,-15.765331,-121.77361
52.3,104.2833333,427.25,2016,0.2386727660059501,0.0,-33.8,-269.6,-24.104424,-192.31763
52.3,104.2833333,427.25,2016,0.6994583270516471,0.0,-26.1,-209.1,-20.255796,-160.98526
52.3,104.2833333,427.25,2016,0.9562348265919056,0.0,-26.0,-202.9,-20.74323,-165.0896
52.3,104.2833333,427.25,2016,0.9721181966290613,0.0,-12.5,-102.1,-20.749754,-165.122
52.3,104.2833333,427.25,2016,0.7295575540864875,0.0,-16.4,-124.2,-20.380152,-161.9841
52.3,104.2833333,427.25,2016,0.2802306751992159,0.0,-12.4,-103.6,-21.481308,-171.80972
